NO,Polygon Points
3952,"(6064.549, 2492.788); (6054.281, 2510.317); (6046.102, 2495.216); (6034.204, 2462.192); (6058.803, 2483.086)"
3953,"(2513.663, 1221.980); (2524.675, 1213.758); (2546.943, 1224.306); (2536.844, 1229.802)"
3954,"(1052.223, 334.425); (1041.320, 334.333); (1041.352, 321.315)"
3955,"(7281.304, 705.073); (7300.576, 703.827); (7300.520, 711.647); (7284.260, 717.528)"
3956,"(7907.849, 2445.096); (7890.671, 2441.078); (7906.530, 2429.941); (7921.738, 2433.515)"
3957,"(530.159, 1262.126); (550.713, 1230.225); (564.520, 1230.721); (546.243, 1260.520)"
3958,"(7834.919, 1325.205); (7825.193, 1312.649); (7829.282, 1304.602); (7859.841, 1301.745); (7856.187, 1316.078); (7854.452, 1322.371)"
3959,"(1237.997, 686.445); (1233.484, 676.548); (1241.389, 667.668); (1244.833, 671.620); (1241.871, 684.285)"
3960,"(7186.362, 1191.001); (7192.002, 1184.493); (7206.893, 1187.659); (7215.271, 1195.401); (7202.723, 1197.960)"
3961,"(6529.251, 2302.246); (6541.899, 2311.611); (6532.931, 2327.707); (6500.675, 2349.675); (6482.984, 2343.016); (6491.838, 2317.370); (6512.843, 2306.176)"
3962,"(8149.437, 2925.842); (8146.244, 2881.705); (8147.083, 2857.182); (8152.038, 2857.511); (8163.283, 2869.554); (8166.814, 2904.953); (8163.162, 2911.645)"
3963,"(7010.286, 1230.553); (6994.867, 1216.730); (7015.131, 1203.253); (7025.736, 1200.859); (7025.857, 1214.064)"
3964,"(717.353, 2208.714); (701.931, 2222.473); (685.744, 2213.002); (658.673, 2195.395); (668.451, 2189.853)"
3965,"(3231.471, 1102.800); (3218.820, 1078.156); (3228.231, 1074.734); (3244.147, 1087.431)"
3966,"(5089.481, 5600.523); (5077.139, 5613.989); (5025.706, 5607.350); (5010.381, 5596.771); (5028.353, 5586.219); (5042.852, 5582.116); (5074.567, 5585.485)"
3967,"(4478.341, 1549.976); (4465.317, 1539.215); (4466.372, 1524.072); (4475.189, 1509.463); (4488.980, 1528.753); (4492.010, 1546.969)"
3968,"(8176.983, 4098.778); (8146.979, 4109.458); (8165.502, 4089.185)"
3969,"(6045.072, 3037.008); (6081.325, 3042.056); (6074.508, 3079.500); (6059.379, 3118.626); (6046.689, 3088.188); (6033.833, 3053.681); (6034.529, 3039.680)"
3970,"(3614.737, 700.006); (3619.287, 705.997); (3612.274, 717.158); (3607.260, 718.464); (3601.369, 714.728); (3606.489, 706.059)"
3971,"(4021.713, 8069.151); (4032.995, 8062.005); (4040.989, 8071.914); (4031.411, 8072.139)"
3972,"(5729.155, 553.827); (5714.667, 558.047); (5718.220, 547.483); (5724.423, 550.567)"
3973,"(3126.665, 1606.523); (3107.042, 1645.969); (3095.405, 1630.480); (3090.731, 1620.710); (3097.158, 1603.411); (3108.700, 1602.081)"
3974,"(2193.544, 1224.832); (2208.906, 1214.523); (2225.812, 1222.755); (2210.134, 1229.856)"
3975,"(6347.696, 2188.350); (6329.957, 2220.898); (6320.132, 2222.258); (6312.918, 2219.858); (6304.109, 2214.062); (6297.820, 2205.734); (6289.383, 2189.670); (6297.889, 2184.019); (6332.486, 2179.020); (6342.811, 2178.121); (6346.033, 2183.678)"
3976,"(7986.406, 1176.898); (8008.958, 1172.723); (8015.069, 1198.790); (7999.418, 1194.791)"
3977,"(7634.646, 238.360); (7636.723, 228.079); (7643.676, 227.728); (7643.366, 236.264)"
3978,"(7794.806, 1178.733); (7812.227, 1175.403); (7824.225, 1185.190); (7817.256, 1194.546); (7813.416, 1198.596); (7802.219, 1191.774); (7797.877, 1185.372)"
3979,"(2769.470, 773.157); (2781.361, 771.873); (2789.705, 782.296); (2781.363, 778.578)"
3980,"(1212.587, 7274.999); (1202.821, 7256.600); (1252.944, 7249.718); (1267.571, 7257.856); (1251.025, 7268.773); (1229.181, 7277.967)"
3981,"(485.255, 1101.405); (465.506, 1101.086); (486.792, 1080.986); (494.520, 1082.689)"
3982,"(850.654, 968.405); (869.704, 959.174); (874.721, 970.261); (863.667, 974.590)"
3983,"(1339.386, 1710.338); (1329.536, 1694.648); (1356.611, 1689.225); (1373.195, 1690.308); (1359.428, 1704.607)"
3984,"(7762.504, 416.040); (7774.154, 420.887); (7768.887, 430.608)"
3985,"(6097.341, 8067.103); (6106.296, 8031.824); (6112.648, 8037.099); (6124.415, 8065.044); (6119.815, 8119.488); (6115.282, 8164.500); (6106.961, 8174.421); (6103.353, 8170.216); (6098.581, 8134.805)"
3986,"(165.536, 1414.675); (186.271, 1422.766); (184.770, 1429.059); (160.164, 1452.388); (153.721, 1454.311); (149.441, 1453.443); (146.834, 1441.607); (147.466, 1424.063)"
3987,"(6309.702, 5219.721); (6290.993, 5138.239); (6293.834, 5132.538); (6307.641, 5106.256); (6313.769, 5106.021); (6322.344, 5109.113); (6324.025, 5127.810); (6321.471, 5209.474); (6318.093, 5229.356)"
3988,"(5265.093, 3660.011); (5284.625, 3657.272); (5280.365, 3681.815); (5268.204, 3693.932)"
3989,"(4883.007, 2761.984); (4881.810, 2748.980); (4887.971, 2739.032); (4918.972, 2725.567); (4932.293, 2730.479); (4942.099, 2748.699); (4924.539, 2775.448); (4905.950, 2791.438); (4892.800, 2798.229)"
3990,"(7117.117, 4473.959); (7151.901, 4498.077); (7145.424, 4518.540); (7123.233, 4526.376); (7073.183, 4515.984); (7058.138, 4505.718); (7074.291, 4492.354); (7095.296, 4480.159)"
3991,"(6902.400, 1198.735); (6898.939, 1183.843); (6913.762, 1176.361); (6921.855, 1173.845); (6927.832, 1177.288); (6924.191, 1194.284)"
3992,"(4086.626, 2222.898); (4050.923, 2189.884); (4061.297, 2169.430); (4070.024, 2163.808); (4076.178, 2177.438); (4092.491, 2214.219)"
3993,"(4498.532, 749.603); (4507.656, 743.881); (4518.246, 741.795); (4511.332, 748.745)"
3994,"(3895.646, 3661.218); (3882.178, 3693.659); (3868.434, 3686.785); (3857.393, 3674.959); (3863.702, 3670.233); (3876.788, 3662.341)"
3995,"(2429.084, 1101.469); (2417.424, 1092.879); (2427.393, 1087.583); (2446.261, 1090.178); (2435.043, 1101.057)"
3996,"(4257.110, 4786.037); (4264.334, 4800.873); (4249.272, 4814.747); (4210.643, 4803.170); (4212.537, 4792.238)"
3997,"(3474.993, 1884.499); (3515.159, 1870.248); (3521.443, 1875.419); (3524.138, 1886.689); (3520.057, 1896.691); (3495.186, 1902.849); (3485.295, 1900.598)"
3998,"(4999.332, 1650.805); (5022.156, 1671.331); (5017.933, 1674.629); (4996.146, 1677.394); (4981.410, 1675.860); (4978.977, 1656.948); (4984.507, 1648.225)"
3999,"(3986.503, 2897.345); (4009.883, 2864.071); (4021.568, 2850.474); (4025.549, 2853.161); (4048.256, 2885.917); (4050.297, 2893.578); (4041.779, 2909.049); (4034.018, 2922.014); (4025.851, 2926.186); (4011.275, 2921.723)"
4000,"(3632.619, 6568.511); (3644.968, 6564.870); (3652.086, 6566.501); (4594.614, 7099.588); (4621.021, 7125.669); (4628.010, 7132.953); (4615.322, 7141.869); (4592.493, 7150.161); (3953.964, 6897.102); (3923.624, 6880.775); (3767.679, 6784.028); (3601.126, 6612.250); (3606.717, 6602.022); (3617.860, 6586.755)"
4001,"(5350.596, 1664.352); (5363.046, 1694.564); (5339.238, 1710.715); (5329.471, 1693.451); (5329.894, 1682.929)"
4002,"(1069.395, 2028.236); (1042.579, 1985.058); (1048.188, 1981.290); (1063.133, 1976.920); (1080.166, 1977.199); (1083.839, 1983.046); (1082.818, 2012.523); (1080.116, 2030.153)"
4003,"(177.869, 7200.194); (179.129, 7124.663); (187.201, 7107.729); (194.042, 7102.860); (196.160, 7114.809); (195.213, 7367.460); (193.156, 7466.573); (189.117, 7469.655); (178.893, 7464.031); (177.960, 7298.492)"
4004,"(6583.542, 1358.720); (6577.932, 1344.684); (6587.174, 1339.199); (6600.304, 1335.335); (6614.201, 1344.644); (6609.687, 1354.015); (6598.934, 1358.439)"
4005,"(5553.202, 835.924); (5575.600, 831.592); (5571.551, 840.132); (5568.935, 844.764); (5565.706, 846.953)"
4006,"(5986.079, 827.719); (5988.364, 841.558); (5976.832, 846.729); (5969.338, 843.806); (5970.645, 833.742); (5974.883, 824.754)"
4007,"(6097.503, 5282.854); (6097.870, 5222.244); (6109.167, 5224.125); (6115.190, 5295.168); (6111.337, 5323.334); (6104.011, 5326.061)"
4008,"(1555.444, 653.370); (1553.023, 641.006); (1569.361, 642.386); (1571.175, 651.972)"
4009,"(5468.007, 1321.148); (5476.052, 1342.696); (5474.015, 1356.898); (5457.534, 1358.600); (5458.419, 1332.237)"
4010,"(2874.135, 1542.238); (2859.395, 1549.576); (2845.595, 1545.348); (2833.646, 1525.231); (2844.005, 1524.044); (2865.789, 1536.581)"
4011,"(7035.174, 4141.146); (6993.503, 4103.779); (7021.591, 4096.912); (7048.252, 4092.865); (7065.604, 4094.502); (7103.810, 4106.171); (7092.264, 4120.270); (7061.904, 4134.434)"
4012,"(3012.181, 1896.638); (3003.087, 1902.996); (2993.854, 1901.929); (2971.454, 1892.594); (2961.321, 1868.377); (2975.568, 1868.149); (3004.818, 1883.246)"
4013,"(6563.313, 4142.220); (6496.513, 4127.236); (6487.740, 4120.361); (6482.156, 4115.477); (6496.112, 4101.972); (6524.143, 4092.679); (6540.350, 4088.018); (6566.835, 4092.139); (6586.769, 4097.050); (6591.200, 4103.057); (6581.944, 4130.338); (6573.327, 4138.995)"
4014,"(6161.122, 5050.968); (6184.073, 5042.049); (6215.012, 5051.279); (6223.814, 5062.346); (6222.122, 5070.192); (6168.220, 5068.533); (6165.310, 5062.634)"
4015,"(5117.488, 2182.953); (5132.818, 2213.517); (5127.726, 2221.129); (5114.342, 2219.937); (5104.000, 2217.135); (5074.748, 2207.602); (5080.701, 2188.068)"
4016,"(6584.783, 3823.038); (6585.095, 3841.723); (6582.942, 3849.363); (6521.346, 3880.402); (6503.413, 3884.748); (6490.457, 3886.326); (6482.904, 3877.580); (6489.125, 3861.113); (6511.701, 3824.746); (6531.036, 3814.675); (6581.096, 3811.028)"
4017,"(2850.816, 2604.270); (2833.503, 2588.076); (2839.793, 2579.303); (2846.346, 2574.642); (2871.753, 2579.384); (2891.244, 2585.832); (2898.343, 2595.234); (2901.879, 2600.683); (2889.185, 2604.080); (2864.883, 2605.457)"
4018,"(6257.342, 1477.910); (6259.042, 1456.293); (6270.033, 1456.460); (6289.122, 1458.977); (6295.208, 1460.573); (6287.395, 1484.309); (6276.704, 1485.950); (6263.359, 1483.899)"
4019,"(6034.533, 1448.739); (6034.308, 1443.703); (6039.255, 1419.328); (6044.856, 1415.513); (6065.146, 1419.391); (6072.924, 1422.802); (6065.069, 1446.973); (6061.398, 1453.072)"
4020,"(5958.962, 2014.823); (5942.735, 2030.376); (5934.273, 2023.893); (5920.647, 2010.656); (5906.279, 1996.393); (5937.960, 1991.282); (5952.700, 1999.531)"
4021,"(630.541, 1611.104); (633.879, 1633.763); (620.127, 1643.463); (601.181, 1645.961); (597.162, 1629.083); (593.179, 1602.785); (625.670, 1609.248)"
4022,"(417.916, 1043.273); (422.418, 1061.247); (410.590, 1069.494); (401.284, 1056.745); (402.555, 1050.040)"
4023,"(3959.673, 5414.998); (3964.828, 5417.954); (3957.972, 5421.607); (3922.592, 5422.131); (3937.075, 5417.445)"
4024,"(4884.738, 429.175); (4881.439, 418.215); (4888.674, 415.964); (4896.371, 419.904)"
4025,"(2870.345, 1229.543); (2866.677, 1220.640); (2869.533, 1217.259); (2875.103, 1215.969); (2898.879, 1213.715); (2887.838, 1226.585)"
4026,"(3425.169, 814.310); (3409.500, 799.451); (3416.731, 799.375); (3428.751, 801.845); (3429.302, 811.804)"
4027,"(6328.694, 1422.218); (6322.313, 1403.687); (6328.363, 1395.076); (6346.549, 1398.405); (6352.471, 1403.397); (6359.272, 1411.159); (6344.576, 1420.941)"
4028,"(1929.766, 1136.934); (1934.953, 1149.810); (1929.381, 1159.314); (1921.842, 1166.917); (1910.136, 1157.649); (1906.712, 1146.489); (1914.731, 1141.902)"
4029,"(8054.432, 686.751); (8049.497, 672.324); (8058.267, 667.314); (8062.170, 670.650)"
4030,"(849.118, 3209.599); (870.745, 3208.389); (880.286, 3213.790); (857.080, 3213.505)"
4031,"(2063.825, 1138.299); (2064.939, 1149.793); (2063.978, 1162.962); (2050.879, 1166.546); (2034.439, 1165.190); (2042.238, 1152.351); (2052.166, 1141.905)"
4032,"(6002.961, 1325.623); (6002.545, 1304.933); (6013.300, 1300.304); (6024.205, 1300.625); (6036.747, 1305.580); (6028.464, 1317.468); (6019.136, 1322.957)"
4033,"(2239.061, 1166.162); (2226.582, 1159.743); (2229.839, 1150.145); (2239.856, 1141.993); (2248.706, 1151.210); (2255.244, 1164.668)"
4034,"(6321.883, 4628.258); (6344.974, 4623.016); (6360.222, 4627.660); (6379.414, 4640.064); (6374.598, 4649.006); (6361.801, 4653.191); (6356.184, 4653.878); (6332.358, 4639.100); (6324.293, 4633.843)"
4035,"(2449.964, 3172.552); (2459.656, 3155.449); (2474.824, 3153.733); (2488.347, 3155.453); (2473.589, 3175.962); (2467.297, 3180.656); (2458.834, 3182.958); (2453.642, 3179.752)"
4036,"(4657.705, 2794.246); (4661.876, 2766.810); (4669.461, 2780.902); (4660.040, 2797.883)"
4037,"(6693.925, 2381.730); (6674.170, 2372.127); (6698.767, 2362.345); (6710.714, 2368.603)"
4038,"(4008.391, 3160.289); (3985.358, 3181.441); (3987.744, 3163.988); (3999.247, 3153.825)"
4039,"(1419.624, 1711.433); (1439.123, 1719.608); (1426.963, 1742.069); (1413.516, 1742.558); (1394.394, 1736.791); (1408.318, 1715.522)"
4040,"(7231.740, 960.541); (7226.566, 973.030); (7219.568, 964.964); (7217.846, 957.283); (7222.224, 949.639)"
4041,"(479.846, 1201.405); (498.458, 1222.577); (485.521, 1229.164); (466.058, 1222.495); (466.632, 1208.466)"
4042,"(3633.644, 1136.151); (3650.190, 1151.024); (3650.996, 1165.217); (3638.587, 1158.799)"
4043,"(4246.799, 1100.656); (4241.377, 1089.696); (4263.376, 1090.816); (4269.130, 1102.066)"
4044,"(6417.456, 845.117); (6425.259, 823.258); (6431.953, 828.680); (6425.207, 846.417)"
4045,"(2656.296, 427.447); (2642.334, 430.308); (2645.128, 422.312); (2656.084, 419.671)"
4046,"(3106.399, 2849.686); (3144.947, 2894.013); (3130.423, 2925.668); (3119.936, 2925.711); (3112.054, 2920.181); (3103.322, 2910.313); (3090.786, 2876.225); (3099.598, 2851.083)"
4047,"(5226.191, 1390.365); (5202.937, 1385.661); (5208.236, 1363.522); (5222.986, 1354.042); (5225.602, 1379.002)"
4048,"(3854.748, 1087.515); (3851.359, 1101.413); (3839.953, 1097.205); (3825.698, 1087.378); (3844.727, 1085.285)"
4049,"(8163.453, 4401.975); (8163.562, 4452.941); (8160.559, 4490.135); (8155.754, 4493.521); (8150.337, 4490.051); (8146.799, 4453.847); (8149.399, 4424.380); (8153.069, 4404.645)"
4050,"(970.337, 2488.861); (979.388, 2542.245); (925.941, 2520.701); (918.634, 2512.283); (914.153, 2500.938); (919.129, 2492.582); (930.884, 2484.454); (955.386, 2483.530)"
4051,"(2162.529, 1574.369); (2174.860, 1540.657); (2180.570, 1569.155); (2173.995, 1581.397)"
4052,"(2577.590, 1755.608); (2601.604, 1730.130); (2624.129, 1756.716); (2608.348, 1773.458)"
4053,"(5681.277, 1148.575); (5711.050, 1154.157); (5697.832, 1166.952)"
4054,"(3922.860, 1471.658); (3942.914, 1462.352); (3955.282, 1476.426); (3942.941, 1485.118)"
4055,"(4582.178, 6562.201); (4612.368, 6565.921); (4582.925, 6570.782); (4561.716, 6573.255); (4565.654, 6563.738)"
4056,"(7912.414, 3468.674); (7890.945, 3470.250); (7903.227, 3454.201); (7927.860, 3439.102)"
4057,"(4887.592, 1415.272); (4872.106, 1421.345); (4861.249, 1419.773); (4849.717, 1402.971); (4871.443, 1406.947)"
4058,"(2097.430, 3011.339); (2127.603, 3021.327); (2114.779, 3020.834); (2102.762, 3015.981)"
4059,"(1953.988, 6177.816); (1937.377, 6156.239); (1942.280, 6150.826); (1975.250, 6142.737); (1990.941, 6140.292); (2016.787, 6139.543); (2073.149, 6146.831); (2109.896, 6154.327); (2133.581, 6161.191); (2151.250, 6178.107); (2154.035, 6183.290); (2130.943, 6189.148); (2001.336, 6182.462); (1967.924, 6180.003)"
4060,"(7729.967, 680.797); (7748.116, 675.760); (7747.232, 681.879); (7741.251, 684.879); (7731.561, 685.085)"
4061,"(4945.676, 236.696); (4947.055, 228.203); (4955.470, 234.066); (4952.431, 237.402)"
4062,"(1307.030, 1101.323); (1298.144, 1092.625); (1311.935, 1082.373); (1326.906, 1084.365); (1315.918, 1100.186)"
4063,"(4311.356, 361.415); (4305.097, 365.601); (4305.337, 358.987); (4313.603, 353.196)"
4064,"(4242.913, 359.023); (4247.493, 353.488); (4250.950, 362.270); (4247.042, 366.099)"
4065,"(7380.558, 557.004); (7377.653, 545.240); (7382.061, 541.040); (7383.765, 550.248)"
4066,"(3865.244, 365.946); (3857.707, 365.716); (3859.472, 360.379); (3866.242, 354.344)"
4067,"(1777.256, 6399.154); (1808.836, 6385.088); (1831.040, 6388.560); (1845.092, 6393.166); (1853.849, 6411.948); (1815.205, 6413.699); (1804.366, 6409.604)"
4068,"(6609.065, 227.052); (6618.209, 231.196); (6611.942, 237.067)"
4069,"(3647.010, 1358.963); (3633.924, 1343.743); (3637.432, 1333.998); (3652.141, 1321.954); (3659.074, 1331.208); (3655.323, 1341.983)"
4070,"(5891.095, 1197.338); (5874.914, 1192.094); (5892.940, 1175.305); (5904.191, 1172.714)"
4071,"(5162.344, 7114.306); (5137.036, 6655.633); (5155.726, 6506.813); (5179.819, 6422.402); (5853.058, 6423.629); (6117.292, 6446.691); (6153.408, 6473.172); (6101.024, 6511.901); (5691.114, 6800.543); (5638.288, 6837.538); (5598.049, 6865.705); (5329.994, 7051.303); (5273.557, 7089.326); (5181.954, 7150.796); (5166.612, 7142.009)"
4072,"(4050.519, 3372.031); (4070.588, 3355.436); (4106.959, 3365.902); (4126.411, 3380.378); (4137.215, 3401.546); (4140.206, 3422.205); (4140.726, 3438.073); (4098.310, 3435.862); (4075.971, 3426.881); (4068.451, 3418.763)"
4073,"(338.280, 2004.261); (341.833, 1987.544); (391.873, 1991.632); (388.603, 2018.941); (368.797, 2029.539); (345.403, 2022.032)"
4074,"(4818.275, 2286.320); (4855.514, 2233.381); (4851.353, 2264.941)"
4075,"(3153.175, 5261.344); (3121.525, 5247.640); (3121.872, 5244.208)"
4076,"(1609.309, 7481.723); (1637.619, 7485.926); (1632.599, 7501.224); (1630.459, 7505.543)"
4077,"(5784.063, 2414.568); (5778.609, 2366.867); (5813.962, 2362.985); (5825.514, 2370.243); (5840.599, 2387.254); (5807.019, 2411.796)"
4078,"(7321.300, 7437.924); (7366.311, 7454.874); (7350.006, 7465.436); (7305.629, 7468.666); (7188.625, 7469.880); (7137.523, 7463.645); (7122.989, 7448.983); (7123.826, 7440.973); (7136.093, 7433.442); (7141.914, 7430.072); (7151.807, 7427.573); (7235.642, 7419.361)"
4079,"(1654.950, 3654.050); (1653.483, 3664.655); (1637.786, 3673.567); (1598.764, 3694.210); (1582.046, 3692.615); (1559.885, 3680.682); (1556.243, 3660.900); (1553.034, 3614.123); (1568.490, 3604.614); (1604.846, 3593.940); (1632.150, 3598.860); (1642.384, 3604.616); (1649.598, 3622.638); (1652.311, 3636.232)"
4080,"(6027.778, 5912.176); (6023.878, 5933.533); (5904.800, 5934.752); (5881.992, 5934.594); (5863.514, 5928.897); (5842.011, 5915.920); (5881.253, 5900.224); (5916.802, 5891.339); (5959.520, 5886.725); (6004.851, 5888.268)"
4081,"(1502.648, 974.366); (1489.912, 969.978); (1504.220, 960.178); (1513.177, 964.650)"
4082,"(3235.054, 1805.951); (3218.734, 1799.613); (3229.150, 1788.373); (3242.015, 1779.107); (3257.873, 1781.088); (3266.018, 1793.798); (3251.795, 1803.247)"
4083,"(5314.744, 1198.864); (5297.544, 1189.823); (5312.424, 1180.850); (5328.979, 1175.375)"
4084,"(2587.146, 973.378); (2578.167, 961.322); (2589.148, 954.149); (2602.580, 958.927)"
4085,"(7581.469, 1837.214); (7570.331, 1827.442); (7571.975, 1806.317); (7590.909, 1790.371); (7607.787, 1795.639); (7607.818, 1807.535); (7604.043, 1822.212)"
4086,"(7569.630, 1023.641); (7595.202, 1035.594); (7577.176, 1038.789)"
4087,"(1111.298, 2278.167); (1105.119, 2267.530); (1119.674, 2257.805); (1134.852, 2251.305); (1141.677, 2249.322); (1155.148, 2252.024); (1165.027, 2263.849); (1148.760, 2282.705); (1126.192, 2285.423)"
4088,"(4466.278, 1594.851); (4491.118, 1592.155); (4500.221, 1601.903); (4508.148, 1613.297); (4480.519, 1607.183)"
4089,"(2281.939, 1901.562); (2258.382, 1896.646); (2274.115, 1871.815); (2291.537, 1864.103); (2298.182, 1863.438); (2307.156, 1869.433); (2301.416, 1882.153); (2288.819, 1897.013)"
4090,"(2863.287, 2892.183); (2875.342, 2890.917); (2903.645, 2911.901); (2910.124, 2917.760); (2899.039, 2925.836); (2867.384, 2926.188); (2845.776, 2925.199); (2833.522, 2917.792); (2838.235, 2908.486)"
4091,"(4146.337, 1934.887); (4145.649, 1926.074); (4149.319, 1926.768); (4157.668, 1931.991)"
4092,"(7314.480, 1420.261); (7341.372, 1418.052); (7352.327, 1454.621); (7329.287, 1448.006)"
4093,"(3004.686, 1965.099); (2993.222, 1942.697); (3030.499, 1941.205); (3042.472, 1948.917); (3032.365, 1960.441)"
4094,"(2014.060, 1102.559); (2001.727, 1090.453); (2006.212, 1075.886); (2011.626, 1074.317); (2021.120, 1081.008); (2024.235, 1097.185)"
4095,"(978.527, 1677.208); (994.017, 1658.043); (1018.271, 1669.220); (1008.636, 1675.991)"
4096,"(168.802, 1054.855); (145.937, 1069.344); (162.722, 1045.383); (172.098, 1043.894)"
4097,"(3738.201, 1544.368); (3721.715, 1550.163); (3707.476, 1541.700); (3697.178, 1527.317); (3723.233, 1530.383)"
4098,"(5330.748, 932.392); (5333.140, 917.371); (5345.103, 919.673); (5349.810, 921.908); (5345.345, 938.901); (5332.989, 941.091)"
4099,"(3917.184, 3169.339); (3942.968, 3197.997); (3907.516, 3236.650); (3890.613, 3245.701); (3882.564, 3245.101); (3874.068, 3244.416); (3857.531, 3199.261); (3871.761, 3187.970)"
4100,"(3282.966, 5911.222); (3291.279, 5903.094); (3310.951, 5897.308); (3326.620, 5902.227); (3339.734, 5908.015); (3355.435, 5915.169); (3367.316, 5921.848); (3361.265, 5932.230); (3329.712, 5934.443); (3317.823, 5933.305); (3305.739, 5929.992); (3293.431, 5926.338); (3283.965, 5920.348)"
4101,"(1263.029, 5068.625); (1233.292, 5070.029); (1236.002, 5059.913); (1294.858, 5044.942); (1291.321, 5051.041); (1277.909, 5061.537)"
4102,"(6642.862, 2498.503); (6651.949, 2485.637); (6661.923, 2489.325); (6674.160, 2494.918); (6683.271, 2504.566); (6669.974, 2510.057); (6651.801, 2506.426)"
4103,"(2889.951, 6871.026); (3067.244, 6846.118); (3102.384, 6860.294); (3123.917, 6870.064); (3782.125, 7179.713); (3862.577, 7217.927); (3944.175, 7257.228); (4008.655, 7288.741); (4032.676, 7301.680); (4045.477, 7313.406); (4036.471, 7323.337); (3986.942, 7360.576); (3893.082, 7405.260); (3544.850, 7375.595); (3412.770, 7321.088); (2983.538, 7106.277); (2949.248, 7085.147); (2852.424, 7003.458); (2842.687, 6988.160); (2834.138, 6973.166); (2835.408, 6952.873); (2854.676, 6914.774); (2882.397, 6879.151)"
4104,"(2762.427, 2086.250); (2731.119, 2093.029); (2717.900, 2080.387); (2706.731, 2055.240); (2718.339, 2047.665); (2733.878, 2044.050); (2747.971, 2059.425); (2760.781, 2074.334)"
4105,"(6322.414, 3589.499); (6307.501, 3608.669); (6273.725, 3630.241); (6261.922, 3630.086); (6253.527, 3625.255); (6234.621, 3599.507); (6225.819, 3583.573); (6275.255, 3562.458); (6293.885, 3555.050); (6310.228, 3560.408)"
4106,"(7452.666, 5991.395); (7441.561, 5985.272); (7443.513, 5919.696); (7452.850, 5912.628); (7586.159, 5904.696); (7784.286, 5904.063); (8158.629, 5913.187); (8172.396, 5921.549); (8169.060, 5992.030); (8167.685, 5997.706); (7978.617, 5998.050)"
4107,"(1233.650, 3308.869); (1232.249, 3330.082); (1227.585, 3351.872); (1215.520, 3369.427); (1197.398, 3373.048); (1193.978, 3370.568); (1188.962, 3365.598); (1184.148, 3351.203); (1170.124, 3294.401); (1181.859, 3289.944); (1197.297, 3285.754); (1212.418, 3288.200); (1233.181, 3295.216)"
4108,"(2723.725, 1773.877); (2706.305, 1756.236); (2709.015, 1748.033); (2715.115, 1737.704); (2729.061, 1733.603); (2741.331, 1733.055); (2752.960, 1737.205); (2742.710, 1756.314)"
4109,"(3608.878, 3293.847); (3601.913, 3276.038); (3605.193, 3267.252); (3624.047, 3248.333); (3629.484, 3247.923); (3687.026, 3258.136); (3677.303, 3277.895); (3663.257, 3302.351); (3656.792, 3309.006); (3642.321, 3309.525); (3625.685, 3305.611)"
4110,"(2950.893, 1941.834); (2950.684, 1963.005); (2924.936, 1965.365); (2909.635, 1965.529); (2904.100, 1963.191); (2897.323, 1959.793); (2900.972, 1941.040); (2904.631, 1934.236); (2927.742, 1926.883); (2941.316, 1927.214); (2950.644, 1931.785)"
4111,"(2905.768, 3309.561); (2848.879, 3293.226); (2839.342, 3286.206); (2836.607, 3278.288); (2833.732, 3268.812); (2838.883, 3259.230); (2852.324, 3252.270); (2868.832, 3252.196); (2889.208, 3252.589); (2907.812, 3257.559); (2919.592, 3265.860); (2915.196, 3291.408); (2911.389, 3304.105)"
4112,"(6033.560, 2235.949); (6070.600, 2234.299); (6087.213, 2234.486); (6092.940, 2245.168); (6093.876, 2282.890); (6084.094, 2285.621); (6057.742, 2283.738); (6038.435, 2271.500)"
4113,"(6861.774, 2129.427); (6867.950, 2138.889); (6841.220, 2155.757); (6833.703, 2158.045); (6837.781, 2137.498); (6841.513, 2132.989); (6849.996, 2129.845)"
4114,"(4980.453, 2221.863); (4978.237, 2191.452); (4985.559, 2186.149); (4992.603, 2194.774); (4994.290, 2201.117); (4987.760, 2217.232)"
4115,"(7570.517, 3459.902); (7576.241, 3442.832); (7603.012, 3434.112); (7616.712, 3436.044); (7655.907, 3447.644); (7661.729, 3478.975); (7657.973, 3490.764); (7649.449, 3497.506); (7629.022, 3501.739); (7584.196, 3498.236); (7574.719, 3495.867)"
4116,"(7892.346, 3629.827); (7890.472, 3610.539); (7900.334, 3600.028); (7922.800, 3596.102); (7953.581, 3606.147); (7963.616, 3617.362); (7948.494, 3683.607); (7944.029, 3694.834); (7931.007, 3686.216)"
4117,"(3233.514, 2549.644); (3271.709, 2561.437); (3275.729, 2570.375); (3286.898, 2598.324); (3281.851, 2606.623); (3248.631, 2605.240); (3230.680, 2601.680); (3217.226, 2592.614); (3221.434, 2564.153)"
4118,"(6707.056, 3950.566); (6673.663, 3921.840); (6675.425, 3886.071); (6694.577, 3871.630); (6725.696, 3859.732); (6741.026, 3855.815); (6748.979, 3857.014); (6779.167, 3870.991); (6739.824, 3934.228)"
4119,"(1809.601, 2774.532); (1810.883, 2745.708); (1825.905, 2738.766); (1843.309, 2738.045); (1859.346, 2743.329); (1876.095, 2749.676); (1884.399, 2787.729); (1874.122, 2797.376); (1814.249, 2798.565); (1811.039, 2792.626)"
