NO,Polygon Points
1757,"(3977.309, 2586.578); (3986.989, 2528.956); (4038.571, 2570.282); (4068.168, 2605.673); (4082.660, 2625.139); (4083.513, 2629.302); (4082.613, 2661.786); (4070.341, 2674.620); (4064.317, 2678.993); (4042.115, 2675.473); (4019.732, 2664.085); (4005.702, 2656.860); (4001.943, 2650.525)"
1758,"(4086.200, 2263.012); (4079.340, 2253.239); (4074.799, 2241.376); (4072.827, 2232.932); (4076.105, 2230.633); (4086.506, 2228.840); (4097.038, 2228.782); (4100.046, 2231.892); (4097.189, 2245.668); (4092.828, 2256.460); (4089.456, 2262.157)"
1759,"(4568.537, 3564.147); (4590.750, 3556.318); (4611.728, 3554.749); (4633.125, 3590.017); (4635.442, 3647.799); (4634.045, 3662.683); (4627.120, 3735.980); (4625.457, 3752.694); (4621.670, 3763.255); (4620.334, 3766.835); (4569.001, 3756.729); (4561.429, 3754.303); (4558.305, 3753.071); (4557.444, 3748.316); (4553.381, 3673.750); (4562.493, 3597.808)"
1760,"(4595.363, 3537.629); (4573.392, 3542.527); (4571.185, 3538.312); (4568.814, 3531.035); (4575.357, 3528.589); (4580.839, 3528.527); (4593.204, 3532.587)"
1761,"(5933.992, 3656.679); (5970.239, 3662.803); (5946.845, 3681.195); (5872.777, 3703.091); (5865.176, 3701.526); (5874.395, 3673.759); (5878.692, 3670.912); (5909.644, 3658.605)"
1762,"(7319.931, 2295.334); (7241.376, 2240.850); (7249.236, 2234.003); (7356.421, 2185.032); (7361.532, 2185.835); (7392.246, 2259.149); (7371.828, 2278.803)"
1763,"(6656.278, 1452.211); (6652.813, 1461.813); (6639.833, 1463.089); (6633.844, 1447.336); (6632.727, 1431.283); (6636.482, 1432.795); (6642.575, 1436.678); (6652.686, 1444.986)"
1764,"(533.240, 3996.831); (540.948, 3984.347); (552.933, 3983.552); (553.006, 3988.824); (549.855, 4005.225); (545.538, 4007.018); (543.737, 4006.230)"
1765,"(3563.293, 2006.966); (3560.593, 1996.171); (3562.960, 1990.696); (3568.068, 1988.366); (3577.839, 1988.225); (3583.096, 1989.020); (3576.713, 1998.432); (3570.356, 2004.139)"
1766,"(6152.673, 1713.260); (6158.798, 1708.176); (6167.735, 1715.787); (6160.580, 1719.491)"
1767,"(4184.500, 1059.812); (4190.058, 1057.672); (4190.530, 1062.953); (4187.408, 1062.976)"
1768,"(7350.027, 2353.790); (7344.386, 2358.630); (7337.872, 2355.957); (7336.804, 2345.843); (7344.082, 2342.316); (7348.309, 2349.422)"
1769,"(6605.203, 1751.021); (6600.992, 1719.152); (6609.447, 1703.715); (6631.473, 1685.585); (6650.996, 1700.734); (6668.199, 1743.288); (6661.777, 1751.269); (6635.340, 1774.538); (6623.441, 1782.710); (6618.489, 1778.029)"
1770,"(1028.536, 3312.637); (1017.355, 3319.087); (1025.729, 3311.707)"
1771,"(7017.494, 1167.414); (7027.359, 1167.025); (7019.243, 1175.239); (7017.726, 1170.626)"
1772,"(4000.516, 2870.850); (3977.274, 2843.612); (3996.117, 2804.019); (4023.632, 2754.968); (4031.655, 2742.965); (4049.271, 2726.057); (4075.959, 2712.658); (4081.456, 2717.246); (4032.068, 2814.871)"
1773,"(380.810, 3983.254); (376.852, 3981.083); (379.278, 3978.473); (383.829, 3979.877); (383.530, 3982.808)"
1774,"(4146.221, 1335.293); (4137.382, 1329.580); (4137.908, 1321.287); (4144.542, 1315.896); (4158.684, 1317.249); (4169.169, 1322.944); (4165.624, 1326.299); (4159.940, 1329.623)"
1775,"(8183.883, 2521.270); (8169.969, 2537.453); (8159.945, 2542.949); (8147.073, 2549.530); (8137.332, 2550.521); (8154.639, 2523.925); (8160.350, 2516.973); (8168.663, 2513.287); (8177.368, 2514.628)"
1776,"(4809.361, 1185.211); (4814.692, 1179.807); (4816.300, 1189.708); (4814.698, 1190.605)"
1777,"(4731.777, 1334.707); (4712.956, 1308.095); (4714.063, 1304.026); (4720.653, 1305.812); (4731.241, 1313.521); (4741.299, 1325.035); (4737.511, 1331.928)"
1778,"(6221.847, 2186.494); (6224.488, 2196.419); (6214.334, 2197.937); (6201.062, 2199.281); (6202.133, 2191.254); (6205.918, 2184.914)"
1779,"(1224.641, 1895.829); (1233.288, 1891.429); (1238.570, 1895.409); (1242.078, 1900.269); (1235.217, 1905.281); (1226.676, 1910.838); (1224.918, 1903.537)"
1780,"(2252.720, 2128.242); (2235.646, 2134.696); (2229.316, 2134.035); (2224.183, 2132.896); (2217.404, 2126.564); (2216.994, 2120.084); (2237.078, 2117.765); (2243.978, 2120.456)"
1781,"(7501.207, 2568.587); (7496.720, 2562.293); (7500.829, 2559.990); (7507.212, 2556.570); (7513.163, 2556.138); (7554.114, 2554.614); (7560.542, 2557.519); (7560.902, 2562.782); (7557.506, 2573.644); (7545.823, 2580.016); (7536.973, 2582.410); (7519.445, 2582.506)"
1782,"(7406.911, 3014.893); (7401.087, 3009.095); (7404.507, 3003.867); (7414.064, 3002.083); (7418.509, 3003.437); (7414.669, 3009.965)"
1783,"(4190.750, 1293.189); (4182.694, 1302.944); (4169.081, 1294.503); (4168.765, 1286.489); (4170.131, 1278.593); (4177.457, 1275.933); (4190.399, 1283.295)"
1784,"(5352.919, 1906.124); (5353.857, 1897.597); (5363.125, 1893.654); (5369.389, 1894.284); (5371.094, 1897.655); (5364.598, 1904.293); (5356.271, 1910.691); (5354.978, 1911.220)"
1785,"(7920.571, 1831.310); (7912.702, 1826.466); (7912.798, 1818.443); (7917.391, 1817.877); (7920.414, 1825.292)"
1786,"(4090.820, 1389.968); (4082.993, 1399.096); (4080.233, 1397.512); (4075.805, 1393.133); (4073.184, 1384.661); (4074.849, 1380.278); (4080.584, 1379.647); (4088.395, 1384.217)"
1787,"(5132.661, 2231.395); (5128.871, 2223.876); (5131.836, 2218.445); (5136.699, 2221.203)"
1788,"(4852.040, 2855.395); (4840.539, 2849.201); (4853.801, 2846.294); (4861.245, 2845.603)"
1789,"(7308.002, 1687.157); (7304.648, 1680.260); (7311.617, 1673.576); (7321.868, 1677.120); (7312.907, 1686.294)"
1790,"(3963.047, 2230.564); (3944.616, 2222.063); (3954.717, 2214.241); (3974.296, 2221.156)"
1791,"(4975.502, 3154.146); (4967.905, 3158.966); (4921.607, 3158.683); (4916.451, 3158.120); (4904.515, 3154.041); (4915.476, 3139.153); (4927.186, 3130.488); (4968.835, 3148.188)"
1792,"(7053.735, 1756.677); (7106.479, 1741.321); (7116.996, 1741.570); (7139.447, 1772.892); (7163.439, 1809.621); (7166.696, 1836.169); (7141.804, 1842.221); (7111.968, 1846.656); (7102.384, 1847.146); (7083.308, 1844.301); (7067.935, 1837.743); (7051.998, 1823.147); (7049.379, 1817.590); (7051.852, 1760.765)"
1793,"(6700.794, 2994.404); (6665.277, 2913.368); (6698.067, 2855.728); (6711.723, 2831.999); (6719.484, 2824.667); (6733.189, 2828.043); (6757.336, 2840.565); (6752.388, 2864.863); (6731.483, 2955.520); (6725.896, 2972.135); (6716.062, 2993.251); (6707.776, 2999.034)"
1794,"(7013.599, 2882.695); (7056.306, 2901.452); (7034.784, 2951.022); (7003.013, 2999.324); (6996.136, 2992.998); (6986.596, 2971.303); (6984.642, 2963.084); (6994.598, 2913.089); (7003.744, 2897.564)"
1795,"(4307.400, 1811.721); (4297.279, 1802.467); (4299.866, 1796.551); (4325.645, 1775.131); (4330.941, 1774.507); (4336.596, 1775.907); (4336.655, 1785.927); (4319.006, 1807.422); (4312.888, 1814.744)"
1796,"(519.857, 2279.787); (518.255, 2300.345); (497.641, 2356.125); (491.965, 2358.983); (481.297, 2353.701); (474.989, 2349.540); (470.102, 2344.265); (466.679, 2339.789); (457.640, 2306.580); (457.079, 2302.017); (460.755, 2296.408); (468.286, 2287.925); (483.718, 2271.373); (487.509, 2267.676); (504.334, 2258.632); (513.378, 2261.528); (518.597, 2265.339)"
1797,"(6898.583, 1980.033); (6902.848, 1981.290); (6915.598, 2003.448); (6919.281, 2012.373); (6915.516, 2026.665); (6908.234, 2033.959); (6900.722, 2039.434); (6864.649, 2029.528); (6857.203, 2024.875); (6859.930, 2015.646); (6866.769, 2002.818); (6871.920, 1997.886)"
1798,"(7849.038, 1954.140); (7863.291, 1941.392); (7873.088, 1939.993); (7888.777, 1948.359); (7896.820, 1953.947); (7898.299, 1964.278); (7878.133, 1974.991); (7866.678, 1974.527); (7856.677, 1972.184); (7850.834, 1959.687)"
1799,"(7672.593, 2551.036); (7672.983, 2546.178); (7679.168, 2541.461); (7685.136, 2538.300); (7685.024, 2543.701)"
1800,"(2043.544, 1310.133); (2056.806, 1322.810); (2051.847, 1330.961); (2049.423, 1334.605); (2037.925, 1330.324); (2032.782, 1326.239); (2024.830, 1317.497); (2028.478, 1311.896); (2031.072, 1311.356)"
1801,"(585.387, 2025.867); (591.325, 2019.238); (598.976, 2021.453); (612.986, 2033.579); (609.647, 2039.347); (593.477, 2037.968); (590.028, 2035.602)"
1802,"(5381.071, 1663.874); (5396.001, 1669.100); (5381.955, 1681.880); (5375.356, 1685.213); (5367.929, 1686.867); (5363.536, 1683.373); (5353.359, 1670.028); (5367.484, 1664.513)"
1803,"(5948.876, 1239.446); (5944.942, 1238.926); (5945.825, 1232.440); (5959.169, 1227.067); (5952.739, 1237.414)"
1804,"(8169.606, 3774.834); (8104.741, 3830.923); (8064.715, 3800.631); (7958.525, 3665.805); (7944.560, 3637.530); (7953.516, 3612.532); (8020.499, 3591.996); (8044.119, 3592.176); (8053.779, 3595.752); (8136.692, 3709.457); (8160.964, 3757.137)"
1805,"(4489.049, 4052.211); (4493.961, 3834.692); (4509.539, 3821.261); (4532.845, 3812.908); (4549.572, 3829.689); (4579.720, 3987.427); (4592.911, 4060.966); (4587.402, 4082.563); (4569.540, 4086.852); (4525.881, 4076.026); (4489.430, 4053.963)"
1806,"(4099.551, 2473.026); (4095.864, 2532.851); (4064.728, 2548.889); (4060.700, 2550.618); (4056.319, 2550.579); (4035.177, 2525.217); (3977.800, 2408.035); (3976.745, 2404.114); (4011.200, 2380.298); (4032.488, 2377.113); (4037.098, 2380.942); (4085.948, 2447.864); (4098.199, 2469.099)"
1807,"(7289.169, 1852.000); (7293.991, 1857.599); (7294.855, 1863.296); (7291.333, 1862.857); (7289.456, 1859.422)"
1808,"(2092.951, 3096.823); (2076.582, 3126.991); (2058.081, 3080.240); (2056.824, 3065.900); (2073.505, 3077.969); (2092.081, 3092.077)"
1809,"(6668.224, 3718.720); (6664.953, 3706.083); (6665.802, 3696.727); (6675.097, 3698.630); (6674.740, 3709.218); (6673.402, 3718.078)"
1810,"(6375.659, 1326.100); (6370.899, 1335.201); (6364.290, 1333.735); (6356.588, 1328.990); (6347.310, 1320.765); (6344.882, 1316.580); (6346.247, 1314.085); (6367.152, 1315.339); (6373.391, 1319.854)"
1811,"(3497.013, 1516.977); (3506.330, 1510.427); (3513.403, 1513.586); (3516.676, 1521.523); (3509.450, 1526.164); (3506.365, 1527.302); (3500.342, 1521.817)"
1812,"(2632.862, 2504.492); (2638.338, 2493.201); (2663.649, 2481.967); (2673.043, 2483.759); (2687.171, 2489.155); (2694.029, 2497.093); (2696.055, 2505.869); (2679.141, 2517.591); (2670.241, 2519.314); (2668.195, 2518.725)"
1813,"(3027.618, 3313.784); (2953.144, 3124.025); (2959.808, 3110.678); (2987.965, 3104.700); (2998.141, 3103.107); (3007.355, 3114.126); (3049.839, 3193.778); (3066.373, 3250.307); (3069.527, 3271.666); (3047.097, 3313.970); (3042.617, 3319.314); (3038.977, 3319.476); (3031.079, 3317.206)"
1814,"(1353.966, 2037.265); (1352.795, 2024.516); (1368.136, 2024.417); (1374.564, 2024.654); (1381.008, 2025.994); (1384.925, 2039.419); (1387.631, 2051.773); (1386.240, 2063.247); (1371.644, 2070.541); (1365.855, 2062.862)"
1815,"(5609.540, 2794.773); (5607.348, 2806.957); (5600.540, 2804.562); (5592.800, 2800.219); (5600.980, 2795.073)"
1816,"(8073.249, 1347.230); (8080.635, 1342.066); (8096.175, 1339.422); (8102.938, 1353.715); (8105.812, 1362.909); (8091.360, 1366.705); (8084.017, 1366.339); (8079.256, 1360.298); (8076.491, 1354.354)"
1817,"(4044.672, 2871.280); (4041.269, 2868.027); (4045.637, 2854.651); (4054.942, 2843.206); (4058.235, 2849.416); (4060.525, 2855.796); (4050.320, 2867.166)"
1818,"(5064.987, 1800.792); (5076.133, 1790.600); (5095.774, 1782.197); (5103.585, 1791.755); (5105.839, 1813.488); (5101.931, 1815.029); (5071.064, 1812.316); (5068.447, 1808.525)"
1819,"(5646.226, 3046.845); (5641.326, 3033.839); (5645.186, 3033.783)"
1820,"(3807.879, 1366.651); (3785.138, 1348.129); (3788.977, 1339.910); (3810.300, 1336.362); (3820.851, 1339.766); (3819.778, 1349.823); (3815.273, 1360.069); (3811.296, 1364.018)"
1821,"(7484.079, 1448.920); (7480.400, 1462.813); (7474.846, 1461.173); (7468.806, 1457.541); (7465.416, 1454.549); (7464.757, 1446.755); (7469.090, 1446.503); (7474.324, 1446.913)"
1822,"(4383.388, 1253.579); (4385.726, 1265.300); (4382.390, 1270.650); (4376.399, 1271.241); (4363.039, 1267.430); (4361.188, 1259.679); (4362.349, 1252.685)"
1823,"(2815.881, 3727.871); (2821.025, 3731.894); (2816.679, 3741.658); (2811.867, 3750.667); (2808.570, 3746.390); (2809.038, 3730.268)"
1824,"(5512.579, 3054.511); (5519.662, 3037.959); (5525.862, 3034.272); (5531.138, 3035.093); (5526.847, 3056.271); (5524.763, 3063.450); (5520.026, 3060.732)"
1825,"(7829.624, 2181.586); (7843.673, 2182.016); (7849.826, 2192.595); (7851.645, 2197.441); (7847.750, 2198.688); (7834.934, 2197.777); (7816.586, 2193.517); (7824.137, 2183.716)"
1826,"(4702.626, 1256.412); (4704.550, 1267.780); (4701.338, 1270.075); (4690.147, 1270.606); (4680.583, 1269.073); (4685.800, 1261.510); (4689.394, 1257.144); (4691.903, 1254.484); (4697.236, 1252.279)"
1827,"(5919.500, 1257.011); (5910.845, 1268.158); (5897.879, 1270.955); (5897.033, 1263.683); (5897.410, 1257.059); (5898.479, 1253.160); (5903.395, 1250.305); (5910.398, 1248.959); (5916.639, 1251.753)"
1828,"(6632.743, 1397.407); (6637.208, 1381.510); (6646.872, 1383.978); (6650.427, 1390.252); (6648.007, 1398.367); (6640.127, 1398.636)"
1829,"(4271.822, 1127.239); (4264.682, 1127.439); (4266.790, 1122.468); (4271.087, 1118.759)"
1830,"(4216.502, 1077.916); (4219.516, 1075.850); (4224.096, 1078.724); (4220.133, 1078.922)"
1831,"(4456.616, 1074.847); (4464.048, 1071.637); (4462.832, 1079.407)"
1832,"(1220.591, 1708.544); (1214.104, 1718.607); (1208.427, 1717.798); (1202.194, 1713.776); (1192.740, 1703.528); (1199.556, 1699.760); (1212.312, 1703.970); (1217.445, 1705.951)"
1833,"(3080.739, 1898.852); (3089.889, 1898.931); (3081.988, 1910.913)"
1834,"(2934.263, 4077.019); (2945.093, 4087.169); (2919.570, 4083.193); (2912.133, 4080.356); (2904.621, 4074.274); (2913.104, 4074.704)"
1835,"(6863.325, 1400.281); (6885.746, 1396.001); (6881.794, 1415.485); (6864.019, 1430.800); (6859.221, 1430.295); (6856.709, 1422.886); (6859.247, 1406.740)"
1836,"(2873.976, 3763.203); (2867.803, 3766.594); (2860.287, 3763.682); (2856.415, 3759.478); (2850.805, 3747.570); (2833.793, 3705.743); (2825.087, 3680.175); (2826.430, 3676.055)"
1837,"(2856.647, 3011.812); (2869.627, 2985.527); (2886.861, 2972.667); (2892.112, 2973.540); (2895.646, 2974.940); (2895.425, 2979.830); (2892.631, 2991.443); (2885.952, 3018.258); (2874.738, 3031.088); (2862.412, 3022.015); (2858.563, 3016.774)"
1838,"(1936.116, 3888.922); (1918.355, 3894.610); (1902.322, 3859.390); (1896.954, 3824.268); (1907.077, 3821.973); (1925.802, 3856.736)"
1839,"(4784.338, 1362.741); (4780.867, 1620.819); (4775.570, 2014.344); (4775.232, 2039.410); (4689.970, 2029.533); (4170.280, 1932.881); (4142.476, 1923.528); (4127.568, 1914.910); (4117.677, 1903.698); (4104.599, 1799.969); (4299.550, 1356.720); (4299.849, 1356.220); (4329.638, 1356.621); (4783.605, 1362.731)"
1840,"(5867.380, 3031.244); (5865.170, 3026.423); (5871.399, 3009.905); (5876.018, 2998.045); (5897.985, 2993.724); (5872.624, 3028.621)"
1841,"(7636.606, 2838.885); (7624.839, 2830.105); (7637.043, 2816.708); (7683.617, 2804.984); (7694.407, 2813.290); (7694.764, 2816.547); (7672.920, 2835.767); (7669.861, 2838.358); (7649.370, 2839.374)"
1842,"(8137.302, 1045.376); (8138.794, 1043.571); (8142.488, 1046.010); (8141.579, 1046.646)"
1843,"(7891.669, 4074.680); (7888.250, 4084.255); (7871.903, 4086.640); (7848.661, 4082.714); (7848.587, 4080.066); (7862.050, 4077.627); (7878.845, 4075.128)"
1844,"(1033.292, 3166.214); (1037.607, 3162.724); (1036.669, 3174.267); (1034.933, 3174.989)"
1845,"(3038.561, 3795.239); (3032.802, 3798.744); (3033.555, 3789.493)"
1846,"(5824.823, 1329.640); (5817.263, 1334.560); (5820.834, 1326.936); (5826.505, 1321.949)"
1847,"(3544.596, 2028.282); (3555.386, 2023.750); (3565.927, 2029.803); (3560.752, 2038.014); (3550.821, 2038.584); (3545.423, 2036.695)"
1848,"(6363.956, 2547.277); (6344.912, 2515.405); (6345.895, 2507.697); (6372.761, 2488.734); (6391.000, 2484.691); (6395.612, 2493.456); (6386.816, 2540.609); (6383.447, 2547.218); (6372.797, 2550.584)"
1849,"(4656.113, 1206.947); (4648.662, 1206.786); (4650.617, 1203.164); (4654.497, 1201.606); (4661.120, 1200.393)"
1850,"(4649.215, 3606.371); (4652.845, 3597.322); (4658.836, 3599.307); (4661.384, 3603.758); (4665.123, 3634.941); (4661.374, 3638.854); (4657.251, 3638.278); (4653.330, 3637.506); (4649.233, 3622.169)"
1851,"(5971.011, 2870.677); (5973.433, 2875.882); (5967.427, 2883.348); (5961.321, 2887.109); (5961.516, 2883.831); (5963.494, 2879.812); (5967.439, 2874.950)"
1852,"(4904.510, 3103.768); (4910.576, 3100.922); (4928.535, 3111.287); (4911.268, 3107.255)"
1853,"(6152.768, 2385.846); (6155.690, 2378.220); (6168.895, 2380.655); (6174.603, 2383.698); (6165.041, 2390.693)"
1854,"(5089.665, 1210.301); (5090.603, 1214.892); (5089.288, 1221.638); (5080.814, 1222.648); (5085.255, 1214.895)"
1855,"(4890.146, 1302.556); (4880.050, 1302.598); (4877.764, 1296.376); (4873.080, 1282.690); (4879.734, 1278.150); (4882.946, 1276.326); (4887.651, 1274.291); (4890.982, 1274.511); (4898.363, 1278.326); (4897.189, 1285.396)"
1856,"(7406.013, 2303.462); (7395.004, 2310.574); (7389.179, 2309.200); (7385.338, 2304.524); (7387.831, 2301.134); (7392.308, 2296.309); (7400.049, 2296.330); (7402.984, 2299.311)"
1857,"(5467.480, 1545.186); (5463.717, 1558.528); (5458.060, 1554.550); (5449.713, 1546.067); (5449.174, 1540.371); (5449.744, 1537.046); (5453.334, 1536.658); (5460.430, 1539.759)"
1858,"(8072.744, 2000.103); (8092.067, 1990.522); (8102.303, 1993.227); (8096.933, 2004.684); (8095.126, 2006.640); (8084.822, 2004.867)"
1859,"(4505.416, 1203.731); (4517.008, 1200.017); (4517.213, 1204.445); (4509.653, 1206.829); (4507.081, 1205.318)"
1860,"(6622.124, 1670.547); (6617.110, 1660.690); (6624.750, 1663.760); (6630.309, 1669.136)"
1861,"(5017.171, 1510.851); (5025.141, 1502.438); (5034.268, 1502.716); (5030.323, 1510.436)"
1862,"(5257.329, 1733.802); (5263.238, 1728.877); (5272.359, 1732.785); (5263.637, 1735.449)"
1863,"(6533.274, 2567.433); (6521.264, 2563.511); (6527.319, 2559.771); (6534.189, 2559.371); (6539.981, 2560.409)"
1864,"(2041.229, 3414.764); (2043.947, 3399.691); (2048.968, 3406.190); (2045.854, 3410.521)"
1865,"(5733.799, 1235.666); (5720.612, 1239.333); (5721.282, 1231.258); (5725.766, 1225.669); (5731.874, 1225.817)"
1866,"(5283.070, 1184.894); (5278.998, 1191.297); (5275.695, 1190.574); (5272.999, 1184.570); (5277.387, 1183.478)"
1867,"(3866.795, 1127.158); (3864.847, 1121.635); (3867.629, 1119.098); (3873.365, 1121.463)"
1868,"(7400.885, 1198.808); (7411.600, 1203.291); (7407.534, 1207.402); (7403.470, 1205.317)"
1869,"(4078.967, 1206.060); (4073.269, 1199.313); (4081.239, 1201.346); (4084.732, 1207.090)"
1870,"(10.070, 3351.187); (9.000, 3323.523); (16.222, 3313.237); (29.688, 3345.561)"
1871,"(2595.088, 3911.029); (2584.906, 3882.511); (2593.212, 3902.255); (2596.230, 3910.695)"
1872,"(6509.705, 2134.940); (6472.705, 2127.360); (6503.185, 2105.923); (6531.131, 2102.329)"
1873,"(19.896, 3751.148); (8.655, 3737.261); (12.636, 3728.172)"
1874,"(5897.329, 3942.687); (5908.565, 3910.056); (5909.307, 3914.601); (5903.673, 3929.768); (5899.074, 3941.496)"
1875,"(8175.351, 1111.384); (8168.942, 1110.201); (8173.031, 1104.430); (8174.911, 1108.679)"
1876,"(6120.887, 1479.843); (6133.476, 1486.477); (6134.896, 1494.928); (6127.276, 1489.383); (6123.748, 1485.405)"
1877,"(7789.723, 2595.526); (7780.539, 2598.567); (7774.707, 2598.107); (7769.176, 2588.447); (7785.240, 2591.422)"
1878,"(6775.540, 1974.843); (6760.905, 1972.138); (6770.365, 1964.424); (6776.580, 1964.802); (6781.170, 1967.718)"
1879,"(3081.231, 3051.817); (3556.856, 2066.107); (3617.174, 2064.287); (3715.822, 2063.839); (3918.383, 2063.686); (3918.365, 2065.063); (3906.695, 2932.173); (3905.151, 3046.894); (3905.016, 3056.941); (3904.935, 3062.903); (3904.690, 3062.899); (3858.426, 3062.277); (3672.113, 3059.770); (3110.236, 3052.208); (3086.547, 3051.889)"
1880,"(7196.893, 1494.947); (7187.056, 1494.910); (7181.028, 1487.113); (7177.471, 1474.848); (7190.805, 1466.849); (7207.521, 1470.149); (7214.343, 1475.590); (7216.130, 1485.981); (7213.233, 1492.886); (7205.927, 1493.958)"
1881,"(3095.916, 3084.995); (3119.434, 3073.551); (3153.286, 3074.485); (3218.826, 3079.471); (3225.486, 3083.832); (3236.865, 3098.066); (3220.408, 3111.317); (3186.519, 3119.824); (3175.489, 3121.461); (3159.259, 3123.794); (3121.034, 3126.699); (3114.102, 3126.758); (3110.244, 3124.806); (3088.853, 3112.996); (3080.809, 3104.474); (3086.155, 3093.902)"
1882,"(1307.518, 2226.786); (1318.178, 2244.429); (1310.262, 2250.501); (1265.690, 2262.758); (1258.902, 2260.506); (1258.782, 2259.968); (1257.822, 2251.683); (1256.710, 2240.444); (1264.290, 2235.616); (1268.183, 2233.829); (1296.485, 2227.328)"
1883,"(8.663, 696.633); (8.551, 16.739); (68.159, 15.698); (103.499, 15.547); (344.678, 15.798); (350.125, 16.463); (364.672, 20.619); (364.410, 40.146); (352.986, 889.097); (352.837, 900.153); (352.790, 903.706); (351.813, 976.272); (351.556, 995.338); (351.463, 1002.233); (336.650, 1010.237); (234.754, 1013.499); (184.892, 1014.922); (86.767, 1011.944); (16.406, 1004.477); (13.190, 994.523); (10.964, 850.792)"
1884,"(409.426, 2924.048); (392.660, 2892.079); (396.674, 2887.090); (416.130, 2880.472); (422.205, 2878.654); (428.718, 2877.477); (444.257, 2885.607); (456.868, 2892.460); (473.804, 2904.433); (466.962, 2923.194); (449.827, 2932.635); (430.279, 2934.905)"
1885,"(6038.184, 2518.331); (6072.974, 2497.319); (6086.004, 2498.110); (6099.283, 2503.335); (6108.777, 2517.769); (6095.703, 2525.826); (6046.884, 2550.846); (6041.967, 2550.767); (6029.598, 2545.383); (6025.062, 2541.275); (6033.687, 2523.886)"
1886,"(1249.876, 1570.063); (1229.685, 1587.796); (1213.120, 1590.928); (1203.934, 1590.000); (1180.359, 1580.802); (1174.239, 1577.950); (1166.120, 1564.406); (1162.877, 1552.887); (1161.146, 1545.336); (1167.817, 1541.691); (1193.329, 1534.468); (1199.613, 1534.064); (1224.109, 1533.502); (1233.600, 1533.826); (1242.237, 1544.045)"
1887,"(6088.131, 3702.797); (6043.341, 3691.158); (6034.391, 3681.055); (6024.556, 3653.160); (6025.212, 3639.411); (6041.703, 3635.608); (6088.009, 3633.580); (6117.920, 3638.216); (6144.544, 3642.808); (6152.170, 3646.573); (6170.908, 3656.325); (6164.352, 3662.767); (6102.560, 3700.367)"
1888,"(4688.136, 3354.720); (4680.692, 3346.679); (4691.360, 3335.226); (4712.048, 3331.966); (4768.698, 3342.529); (4772.305, 3344.514); (4786.706, 3353.374); (4781.755, 3364.751); (4775.745, 3370.035); (4754.243, 3380.769); (4728.448, 3383.271); (4718.244, 3377.665)"
1889,"(3063.594, 4023.723); (3055.080, 4048.579); (3037.593, 4087.386); (3008.393, 4084.650); (2997.201, 4082.862); (2583.336, 3978.358); (2576.023, 3973.377); (2573.689, 3969.266); (2569.321, 3942.293); (2595.102, 3930.827); (2665.065, 3938.722); (2821.081, 3967.227); (3012.238, 4006.769); (3020.494, 4008.875); (3030.989, 4012.222)"
1890,"(3408.896, 2675.295); (3401.359, 2667.332); (3410.381, 2661.870); (3426.046, 2662.425); (3439.046, 2663.727); (3440.524, 2670.889); (3436.140, 2676.926); (3433.167, 2679.284)"
1891,"(7784.642, 1643.334); (7790.337, 1637.398); (7798.612, 1639.926); (7812.232, 1644.779); (7808.295, 1653.507); (7806.313, 1654.618); (7788.826, 1651.493); (7785.940, 1650.468)"
1892,"(3090.579, 2196.520); (3098.463, 2191.725); (3112.762, 2193.524); (3124.808, 2196.351); (3135.522, 2199.648); (3139.902, 2207.313); (3138.958, 2215.182); (3129.235, 2230.111); (3118.607, 2231.389); (3109.863, 2229.301); (3085.316, 2223.127); (3080.676, 2217.441); (3084.325, 2206.987)"
1893,"(761.110, 1871.005); (773.586, 1868.414); (778.746, 1876.669); (771.009, 1879.290)"
1894,"(7176.922, 1866.043); (7185.352, 1848.927); (7198.088, 1850.333); (7224.276, 1859.947); (7213.551, 1867.831); (7196.434, 1875.801); (7185.677, 1879.214)"
1895,"(1120.783, 2809.888); (1134.450, 2820.427); (1131.541, 2826.488); (1123.476, 2830.619); (1099.756, 2838.337); (1090.806, 2839.090); (1074.046, 2838.015); (1070.563, 2836.460); (1067.141, 2832.017); (1065.019, 2827.790); (1067.410, 2825.908); (1103.639, 2812.836)"
1896,"(1570.332, 2567.239); (1560.528, 2561.931); (1570.045, 2558.440); (1580.791, 2561.522)"
1897,"(3006.227, 3529.279); (2996.578, 3543.428); (2963.830, 3539.529); (2953.382, 3536.645); (2961.706, 3526.790); (2965.444, 3524.173); (2991.218, 3523.140); (3000.545, 3524.282)"
1898,"(5289.213, 2815.667); (5293.859, 2811.390); (5302.505, 2815.913); (5309.281, 2822.317); (5304.281, 2830.830); (5293.873, 2839.103); (5290.232, 2837.323)"
1899,"(2537.032, 3762.366); (2577.455, 3762.967); (2608.574, 3768.385); (2618.556, 3774.941); (2608.910, 3781.111); (2591.643, 3789.996); (2575.750, 3797.457); (2567.505, 3799.217); (2565.136, 3797.540); (2548.428, 3782.345); (2539.614, 3773.063); (2537.743, 3770.482)"
1900,"(7657.124, 1256.463); (7660.689, 1250.291); (7669.392, 1253.882); (7677.157, 1260.392); (7670.406, 1268.450); (7664.605, 1270.900); (7659.471, 1270.558); (7658.169, 1265.147)"
