NO,Polygon Points
1323,"(3069.731, 787.528); (3052.347, 823.096); (3025.731, 819.355); (3016.648, 816.682); (3031.168, 787.966); (3033.939, 782.936); (3038.816, 775.252); (3044.669, 775.789); (3068.306, 780.851)"
1324,"(3143.416, 1079.948); (3139.700, 1110.940); (3123.473, 1104.755); (3118.017, 1099.835); (3114.362, 1085.117); (3113.050, 1078.450); (3113.709, 1074.042); (3133.372, 1066.086); (3137.776, 1067.784); (3140.460, 1072.694)"
1325,"(3263.551, 580.756); (3260.491, 590.874); (3246.995, 597.795); (3241.056, 599.349); (3242.027, 593.827); (3242.936, 589.990); (3246.239, 580.674); (3251.221, 572.790); (3254.975, 575.139)"
1326,"(3676.329, 566.578); (3657.061, 523.589); (3660.525, 520.047); (3730.370, 486.816); (3739.422, 482.570); (3743.434, 482.221); (3745.894, 485.656); (3742.811, 547.517); (3741.965, 552.922); (3728.833, 557.444); (3706.655, 564.288); (3689.744, 565.797)"
1327,"(840.645, 1552.231); (843.667, 1541.333); (848.847, 1538.126); (868.089, 1539.448); (876.306, 1543.640); (883.578, 1549.160); (879.318, 1553.383); (873.613, 1557.407); (867.784, 1559.356); (861.003, 1559.182); (846.167, 1555.657)"
1328,"(4083.256, 1393.937); (4087.882, 1402.922); (4077.049, 1414.428); (4075.258, 1415.144); (4072.965, 1412.443); (4073.924, 1408.018); (4078.013, 1401.207)"
1329,"(215.896, 772.773); (246.890, 770.588); (255.505, 772.522); (270.279, 819.535); (268.542, 822.663); (204.706, 822.527); (200.658, 819.733); (211.425, 781.352)"
1330,"(3455.148, 872.908); (3414.201, 886.833); (3409.325, 885.912); (3402.800, 853.340); (3401.584, 846.015); (3400.523, 839.515); (3416.019, 832.413); (3437.249, 827.816); (3441.322, 827.184)"
1331,"(1121.339, 1559.145); (1065.259, 1555.567); (1070.368, 1543.271); (1082.828, 1529.515); (1084.989, 1527.322); (1109.219, 1514.657); (1119.424, 1513.439); (1125.184, 1513.345); (1124.865, 1523.296); (1121.911, 1554.328)"
1332,"(1369.345, 2806.490); (1290.593, 2807.216); (1278.811, 2807.107); (1265.905, 2805.770); (1263.389, 2803.611); (1256.554, 2792.249); (1258.260, 2788.236); (1266.230, 2784.948); (1284.146, 2783.387); (1378.863, 2786.280); (1385.263, 2786.530); (1393.632, 2791.076); (1396.593, 2793.213); (1393.137, 2796.964); (1387.837, 2802.264)"
1333,"(1717.864, 2320.951); (1722.943, 2356.775); (1721.473, 2357.618); (1718.253, 2359.026); (1672.283, 2357.085); (1661.052, 2355.543); (1502.950, 2322.931); (1498.020, 2321.264); (1485.577, 2315.476); (1480.848, 2302.119); (1484.384, 2295.046); (1491.893, 2294.363); (1519.673, 2294.209); (1640.844, 2302.605); (1651.733, 2304.802)"
1334,"(2349.648, 519.101); (2344.821, 512.738); (2345.640, 505.921); (2350.520, 504.930); (2357.651, 508.123); (2356.990, 518.071)"
1335,"(1017.366, 227.826); (1021.142, 224.426); (1022.853, 229.304); (1021.149, 231.444)"
1336,"(636.960, 1958.803); (633.169, 1956.922); (634.358, 1953.725); (640.328, 1948.061)"
1337,"(2434.971, 286.625); (2435.874, 307.116); (2424.968, 309.308); (2414.437, 311.013); (2409.658, 309.316); (2409.342, 305.726); (2411.895, 296.952); (2420.904, 285.801); (2427.001, 282.994)"
1338,"(2057.051, 602.444); (2060.652, 597.592); (2078.295, 599.149); (2085.355, 607.766); (2091.471, 619.204); (2096.879, 630.723); (2077.300, 628.006); (2072.910, 626.951); (2064.709, 622.286); (2059.244, 611.407)"
1339,"(1996.684, 3085.091); (1993.150, 3079.203); (2004.938, 3081.250); (2012.081, 3085.370); (2017.853, 3094.902)"
1340,"(2152.796, 971.808); (2168.843, 959.194); (2174.053, 958.740); (2185.252, 964.662); (2192.213, 974.976); (2186.023, 982.744); (2183.688, 982.723); (2173.324, 981.401); (2157.064, 977.556)"
1341,"(66.380, 2779.305); (65.306, 2790.838); (61.304, 2784.696); (58.022, 2777.676); (56.869, 2774.474); (58.473, 2767.406); (64.199, 2772.105)"
1342,"(3337.353, 3242.549); (3339.156, 3218.941); (3345.044, 3224.062); (3355.135, 3244.968); (3353.243, 3255.052); (3344.855, 3254.367)"
1343,"(3247.858, 3174.592); (3241.463, 3173.963); (3247.226, 3167.677); (3253.552, 3161.773); (3260.383, 3160.489); (3255.866, 3170.984)"
1344,"(2297.489, 2068.158); (2303.373, 2065.085); (2308.228, 2065.380); (2311.886, 2068.158); (2300.649, 2071.085)"
1345,"(168.610, 586.934); (178.162, 578.682); (183.946, 578.689); (190.192, 581.650); (193.925, 586.336); (194.306, 593.184); (193.008, 598.822); (187.081, 599.219); (177.700, 595.428); (172.457, 591.905)"
1346,"(3496.750, 482.029); (3499.012, 474.231); (3505.528, 477.114); (3509.629, 480.906); (3504.327, 484.805); (3498.899, 486.945)"
1347,"(2667.387, 278.789); (2665.369, 271.836); (2668.315, 265.021); (2671.004, 260.295); (2680.841, 262.588); (2682.962, 268.201); (2673.939, 276.099)"
1348,"(81.528, 387.208); (80.327, 391.160); (76.476, 388.837); (73.199, 384.924); (78.544, 386.119)"
1349,"(2927.334, 838.896); (2921.407, 836.925); (2927.329, 831.781); (2934.194, 832.800); (2931.605, 835.524)"
1350,"(3017.057, 1281.952); (3018.244, 1276.981); (3023.684, 1282.660); (3019.919, 1287.017)"
1351,"(2801.737, 2379.208); (2795.011, 2390.988); (2781.329, 2391.357); (2778.560, 2387.129); (2777.453, 2381.531); (2786.720, 2379.088)"
1352,"(2827.674, 1270.584); (2825.047, 1265.735); (2826.333, 1264.419); (2839.477, 1262.769); (2840.300, 1265.761); (2835.402, 1268.276)"
1353,"(361.395, 483.221); (362.417, 476.787); (374.675, 481.438); (373.667, 487.118)"
1354,"(2737.424, 1495.321); (2728.648, 1487.939); (2731.587, 1481.841); (2741.283, 1480.161); (2746.510, 1479.334); (2749.500, 1484.985); (2744.735, 1495.016)"
1355,"(1209.068, 226.448); (1216.347, 228.299); (1212.721, 230.559); (1209.244, 228.698)"
1356,"(1550.914, 2358.764); (1545.415, 2353.320); (1548.080, 2349.173); (1552.765, 2344.405); (1556.611, 2342.626); (1565.070, 2344.401); (1576.168, 2350.887); (1561.103, 2356.566)"
1357,"(538.086, 4084.324); (536.937, 4082.288); (557.173, 4076.956); (571.285, 4076.394); (597.869, 4077.294); (609.587, 4079.411); (597.074, 4083.372); (578.874, 4087.106)"
1358,"(2712.742, 3013.842); (2696.839, 3015.475); (2710.257, 3008.714)"
1359,"(1192.751, 525.038); (1197.890, 512.238); (1204.823, 509.341); (1226.400, 511.738); (1230.786, 524.624); (1229.677, 532.480); (1216.781, 535.293); (1212.253, 534.607); (1196.708, 531.952)"
1360,"(1434.811, 391.147); (1432.930, 387.935); (1436.159, 388.244); (1437.591, 389.966)"
1361,"(4072.730, 480.139); (4078.818, 474.091); (4082.118, 481.179); (4077.630, 487.061)"
1362,"(3465.073, 2466.549); (3485.996, 2453.510); (3524.665, 2433.936); (3560.292, 2417.309); (3567.011, 2418.198); (3579.139, 2421.182); (3604.620, 2447.180); (3605.683, 2450.925); (3601.533, 2469.125); (3475.834, 2487.155); (3472.256, 2486.171)"
1363,"(2812.164, 1974.224); (2793.136, 1935.213); (2794.000, 1932.331); (2802.689, 1929.391); (2809.511, 1939.795); (2823.168, 1961.293); (2820.901, 1966.792); (2815.250, 1974.817)"
1364,"(2235.302, 420.855); (2232.712, 423.305); (2232.980, 417.556); (2238.226, 415.441)"
1365,"(2936.667, 1702.010); (2939.230, 1696.917); (2940.185, 1701.947); (2939.468, 1702.879)"
1366,"(2458.234, 247.329); (2456.877, 243.440); (2458.207, 240.752); (2462.897, 240.382)"
1367,"(2019.283, 407.447); (2008.998, 401.291); (2019.763, 399.344); (2021.491, 403.632); (2021.349, 407.380)"
1368,"(1069.139, 310.299); (1064.815, 295.431); (1074.290, 285.313); (1079.317, 280.706); (1090.565, 280.692); (1091.507, 283.552); (1087.777, 306.206); (1086.789, 308.474); (1083.970, 310.986)"
1369,"(1400.940, 225.231); (1407.914, 224.769); (1404.800, 230.957)"
1370,"(3737.344, 3361.679); (3743.583, 3350.800); (3742.446, 3366.573)"
1371,"(1466.790, 1580.417); (1464.860, 1591.471); (1460.877, 1589.192); (1451.853, 1583.941); (1448.984, 1577.637); (1448.655, 1569.859); (1453.679, 1562.736); (1458.486, 1566.847); (1464.960, 1575.510)"
1372,"(809.266, 1151.572); (814.648, 1140.495); (824.080, 1151.600); (814.659, 1158.838)"
1373,"(9.227, 1687.982); (17.910, 1680.842); (20.978, 1695.746); (20.390, 1702.234); (15.825, 1703.135); (9.448, 1695.973)"
1374,"(2042.788, 2449.020); (2037.586, 2455.229); (2027.347, 2452.528); (2025.119, 2449.697); (2033.147, 2445.635)"
1375,"(3975.295, 2187.593); (3971.284, 2198.838); (3960.234, 2198.511); (3955.880, 2198.234); (3947.983, 2193.661); (3945.081, 2186.315); (3968.892, 2183.389); (3973.006, 2183.334)"
1376,"(3113.020, 2953.843); (3123.390, 2950.398); (3126.488, 2961.753); (3123.135, 2966.825)"
1377,"(2584.755, 1764.674); (2589.377, 1760.190); (2596.457, 1762.938); (2600.213, 1765.116); (2594.114, 1766.793); (2589.356, 1766.812)"
1378,"(653.434, 274.162); (648.937, 267.094); (649.682, 260.299); (654.400, 257.146); (660.321, 256.733); (667.687, 256.832); (670.917, 258.417); (672.623, 261.787); (670.678, 276.417); (665.885, 279.440)"
1379,"(1023.320, 3591.067); (1017.151, 3566.215); (1025.455, 3560.880); (1028.166, 3559.932); (1028.571, 3577.529); (1027.749, 3584.765)"
1380,"(2601.177, 2498.379); (2608.157, 2488.434); (2605.436, 2502.671)"
1381,"(1431.783, 2389.927); (1427.770, 2407.494); (1419.100, 2403.699); (1417.436, 2395.845); (1417.503, 2391.073); (1421.021, 2380.702); (1431.676, 2385.800)"
1382,"(3913.093, 2847.136); (3916.366, 2840.249); (3919.249, 2848.459); (3915.761, 2854.772)"
1383,"(3688.547, 1806.018); (3706.406, 1778.792); (3713.573, 1770.308); (3718.109, 1766.338); (3719.912, 1773.578); (3722.520, 1793.105); (3719.403, 1797.808); (3708.200, 1810.936); (3695.552, 1815.412)"
1384,"(3625.261, 1067.416); (3624.943, 1058.658); (3636.865, 1037.487); (3649.555, 1033.598); (3657.666, 1033.416); (3661.580, 1035.099); (3668.014, 1038.230); (3672.079, 1048.124); (3670.427, 1054.152); (3660.720, 1071.191); (3659.017, 1073.942); (3637.032, 1079.112)"
1385,"(1369.040, 256.833); (1378.934, 255.075); (1376.381, 263.434); (1371.048, 261.450)"
1386,"(1257.237, 2665.816); (1261.011, 2662.057); (1278.698, 2653.605); (1289.824, 2657.439); (1309.159, 2670.813); (1299.988, 2674.225); (1271.541, 2678.639); (1263.945, 2673.331)"
1387,"(1038.673, 3062.126); (1062.146, 3057.365); (1076.997, 3061.384); (1082.622, 3064.677); (1099.178, 3074.487); (1105.180, 3078.842); (1109.703, 3089.542); (1108.367, 3095.395); (1101.358, 3094.388); (1039.258, 3077.418); (1033.372, 3074.381); (1035.356, 3067.989)"
1388,"(2386.641, 2609.741); (2382.734, 2614.849); (2322.489, 2584.028); (2312.515, 2575.579); (2316.136, 2570.835); (2331.365, 2569.187); (2343.144, 2570.697); (2355.191, 2575.481); (2371.448, 2582.963); (2385.012, 2599.823)"
1389,"(1737.772, 1154.717); (1737.126, 1152.041); (1743.005, 1154.968); (1746.210, 1159.062)"
1390,"(3344.884, 1030.949); (3336.955, 1023.364); (3343.284, 1019.087); (3354.585, 1021.207); (3354.377, 1028.888)"
1391,"(1497.043, 353.070); (1507.547, 348.583); (1503.127, 354.274); (1498.086, 359.359)"
1392,"(1113.274, 353.322); (1118.262, 348.287); (1120.696, 356.987); (1113.913, 358.890)"
1393,"(1528.881, 354.333); (1532.570, 349.214); (1534.991, 354.491); (1530.727, 358.554)"
1394,"(1387.783, 1302.848); (1385.440, 1298.906); (1386.953, 1288.612); (1390.245, 1284.391); (1399.837, 1280.065); (1405.937, 1277.925); (1403.042, 1284.849); (1394.204, 1303.429)"
1395,"(3032.923, 964.340); (3038.377, 961.943); (3042.676, 965.425); (3040.288, 967.340)"
1396,"(2889.458, 1573.426); (2896.501, 1559.681); (2901.704, 1559.954); (2910.881, 1572.837); (2902.451, 1574.790); (2896.240, 1574.148)"
1397,"(3854.185, 675.785); (3848.755, 637.351); (3857.409, 633.165); (3879.365, 624.451); (3920.122, 612.121); (3931.577, 611.656); (3953.735, 648.188); (3957.177, 655.209); (3958.515, 661.756); (3953.268, 664.798); (3886.962, 695.169); (3869.434, 689.189)"
1398,"(3690.712, 1687.042); (3688.513, 1659.609); (3689.255, 1651.214); (3693.998, 1643.529); (3705.460, 1641.567); (3718.445, 1641.338); (3726.813, 1644.259); (3723.870, 1659.132); (3722.379, 1666.293); (3706.619, 1681.917); (3698.227, 1686.962)"
1399,"(1851.369, 3062.025); (1833.020, 2999.414); (1841.365, 2994.612); (1858.507, 2989.866); (1863.811, 3000.940); (1865.674, 3005.989); (1866.858, 3012.021); (1874.776, 3053.843); (1861.273, 3061.944); (1857.334, 3062.926)"
1400,"(3112.715, 3983.755); (3116.782, 3967.252); (3124.053, 3972.807); (3126.176, 3980.972); (3125.309, 3994.504); (3121.897, 4002.165); (3119.441, 4004.731); (3113.971, 4006.977); (3112.900, 3995.614)"
1401,"(3566.932, 3435.673); (3561.294, 3441.667); (3555.204, 3442.704); (3526.218, 3447.467); (3518.158, 3447.165); (3511.772, 3445.724); (3484.880, 3439.626); (3476.589, 3434.051); (3468.968, 3424.505); (3466.910, 3420.130); (3465.256, 3408.845); (3471.992, 3402.637); (3486.636, 3402.095); (3549.013, 3404.592); (3554.988, 3408.452)"
1402,"(1619.689, 454.795); (1585.677, 483.339); (1567.382, 496.463); (1554.866, 503.235); (1547.707, 493.517); (1546.151, 487.547); (1545.868, 478.598); (1545.453, 456.489); (1545.857, 450.097); (1576.656, 447.264); (1586.564, 447.497); (1615.861, 449.152)"
1403,"(817.368, 2358.988); (809.162, 2344.152); (823.207, 2343.562); (824.154, 2351.374)"
1404,"(2448.319, 749.461); (2448.934, 759.517); (2446.388, 770.562); (2435.158, 800.739); (2416.961, 821.075); (2413.159, 823.283); (2391.259, 818.496); (2386.285, 814.308); (2382.042, 806.098); (2380.415, 799.901); (2376.962, 785.027); (2380.866, 781.268); (2395.705, 768.635); (2412.170, 757.845); (2436.870, 743.595); (2441.412, 742.632)"
1405,"(2029.268, 790.719); (2024.739, 776.024); (2039.670, 775.373); (2042.580, 779.859); (2040.854, 784.730)"
1406,"(1139.025, 2313.061); (1129.704, 2325.017); (1123.397, 2327.109); (1119.296, 2323.353); (1115.300, 2318.468); (1113.083, 2312.827); (1121.179, 2312.260)"
1407,"(3704.776, 343.161); (3698.297, 337.943); (3689.524, 320.840); (3689.459, 315.332); (3694.617, 312.332); (3718.842, 315.624); (3710.490, 333.698)"
1408,"(265.293, 356.811); (282.962, 328.225); (307.970, 325.921); (315.681, 329.942); (318.413, 331.809); (317.193, 351.213); (315.071, 357.145); (306.774, 370.519); (303.609, 371.644); (276.529, 375.160); (268.498, 373.772); (267.517, 372.740)"
1409,"(863.381, 1517.518); (858.761, 1518.420); (813.866, 1527.143); (809.860, 1525.566); (800.423, 1517.873); (780.120, 1486.915); (776.641, 1479.803); (784.228, 1476.165); (793.904, 1472.509); (855.322, 1501.613); (859.560, 1504.616); (862.389, 1512.167)"
1410,"(3365.248, 1527.383); (3336.634, 1527.201); (3339.171, 1507.225); (3387.752, 1484.533); (3456.031, 1474.773); (3464.822, 1473.541); (3469.929, 1475.285); (3471.342, 1479.695); (3468.663, 1487.330); (3463.043, 1502.279); (3460.900, 1503.944); (3454.504, 1507.613); (3438.796, 1512.219); (3371.722, 1526.373)"
1411,"(3399.272, 396.962); (3387.246, 407.032); (3380.278, 405.564); (3376.931, 403.480); (3375.744, 400.843); (3369.652, 384.117); (3369.362, 378.180); (3384.673, 370.422); (3391.298, 369.940); (3396.491, 371.888); (3401.529, 376.177); (3401.328, 382.897)"
1412,"(2601.489, 355.999); (2603.558, 349.329); (2608.756, 344.578); (2620.662, 349.305); (2631.219, 354.963); (2636.368, 366.844); (2632.971, 370.188); (2628.742, 373.281); (2624.947, 374.742); (2620.018, 373.935); (2612.258, 369.572); (2605.762, 362.827)"
1413,"(3980.997, 2287.081); (3996.828, 2288.858); (3996.232, 2292.225); (3985.531, 2294.562); (3980.763, 2293.760); (3976.631, 2291.479); (3977.988, 2288.434)"
1414,"(3611.699, 310.678); (3593.468, 289.822); (3609.155, 286.134); (3618.743, 296.661)"
1415,"(3699.948, 1974.535); (3688.742, 1941.129); (3692.447, 1935.187); (3697.579, 1927.919); (3715.718, 1931.758); (3722.085, 1946.023); (3722.795, 1955.515); (3722.672, 1968.902); (3714.613, 1971.712)"
1416,"(2766.339, 759.080); (2738.172, 757.438); (2734.680, 754.814); (2732.131, 750.926); (2729.282, 741.875); (2730.510, 723.025); (2731.200, 718.738); (2737.200, 717.673); (2746.270, 716.936); (2753.027, 716.419); (2768.717, 721.453); (2772.192, 725.415); (2772.221, 728.606); (2771.291, 741.915); (2769.337, 750.942)"
1417,"(3518.824, 390.795); (3515.023, 434.781); (3505.246, 437.636); (3483.931, 439.119); (3473.450, 437.811); (3470.621, 436.052); (3464.681, 424.119); (3465.522, 388.052); (3472.993, 378.460); (3478.286, 374.868); (3498.420, 377.673); (3502.892, 379.097); (3512.863, 384.478); (3516.745, 387.048)"
1418,"(886.638, 2344.036); (884.455, 2359.430); (877.038, 2359.001); (844.313, 2353.579); (842.042, 2352.522); (840.735, 2349.498); (840.807, 2344.817); (847.804, 2336.248); (849.600, 2334.591); (862.366, 2334.813); (883.049, 2338.860)"
1419,"(2110.906, 1388.029); (2166.642, 1386.416); (2180.392, 1386.562); (2195.983, 1390.466); (2202.768, 1393.339); (2209.010, 1409.864); (2201.818, 1426.063); (2197.579, 1431.222); (2096.856, 1428.469); (2092.010, 1421.097); (2089.901, 1413.897); (2088.534, 1407.243); (2095.436, 1394.432)"
1420,"(1033.379, 454.498); (1035.214, 442.831); (1076.323, 428.392); (1096.868, 423.596); (1099.046, 424.575); (1108.152, 444.370); (1116.744, 472.705); (1111.984, 488.894); (1106.941, 490.782); (1086.372, 497.737); (1061.202, 503.079); (1050.783, 500.505); (1043.339, 498.064); (1034.679, 475.554); (1033.626, 469.924)"
1421,"(972.245, 2021.722); (969.322, 1996.612); (978.739, 1981.512); (986.646, 1978.771); (1000.795, 1975.627); (1009.605, 1974.737); (1015.774, 1989.055); (1017.112, 1992.241); (1019.607, 2001.761); (1015.813, 2023.733); (1013.735, 2026.466); (981.345, 2039.096)"
1422,"(3676.643, 439.079); (3671.116, 438.022); (3666.279, 433.641); (3659.930, 427.845); (3657.321, 421.701); (3669.528, 393.888); (3671.200, 390.765); (3674.491, 386.073); (3680.952, 384.541); (3718.228, 378.079); (3721.333, 381.325); (3714.823, 410.519); (3701.974, 428.699)"
1423,"(1355.679, 1906.045); (1329.589, 1910.819); (1266.361, 1901.997); (1241.768, 1896.684); (1236.377, 1894.264); (1234.971, 1891.846); (1225.362, 1862.681); (1232.467, 1858.016); (1239.246, 1857.692); (1254.083, 1859.158); (1284.976, 1866.059); (1363.786, 1893.113); (1363.527, 1897.082); (1358.291, 1903.167)"
1424,"(2751.655, 262.080); (2745.125, 263.491); (2746.939, 257.882); (2751.513, 254.177)"
1425,"(3657.467, 816.247); (3661.850, 800.175); (3665.465, 794.399); (3684.567, 796.428); (3688.295, 796.961); (3693.000, 800.819); (3696.301, 806.458); (3700.805, 815.420); (3701.422, 821.727); (3691.985, 823.036); (3687.024, 823.452); (3669.643, 819.291)"
1426,"(2115.702, 403.526); (2104.486, 438.101); (2095.500, 438.588); (2087.463, 437.617); (2075.108, 435.025); (2070.779, 432.105); (2066.404, 427.822); (2057.158, 418.550); (2059.856, 384.225); (2069.579, 381.310); (2102.954, 377.403); (2112.615, 393.366)"
1427,"(168.721, 716.969); (180.159, 708.571); (182.321, 708.937); (185.407, 718.488); (183.359, 727.115); (169.696, 722.242); (168.966, 719.807)"
1428,"(3131.147, 578.115); (3137.014, 581.769); (3131.191, 595.618); (3113.640, 599.050); (3113.442, 593.764); (3117.285, 583.124)"
1429,"(1663.857, 294.959); (1657.291, 295.017); (1660.925, 290.899)"
1430,"(41.330, 2421.480); (48.538, 2417.745); (56.904, 2418.887); (48.756, 2422.581)"
1431,"(521.227, 686.728); (524.769, 680.178); (532.390, 675.479); (537.448, 680.634); (539.009, 684.971); (535.000, 694.077); (532.453, 695.035); (529.541, 694.980); (523.539, 691.784)"
1432,"(2761.868, 586.256); (2809.841, 571.509); (2819.379, 583.521); (2819.633, 598.662); (2819.514, 606.428); (2808.836, 615.965); (2789.295, 625.196); (2783.500, 627.791); (2762.593, 631.473); (2761.012, 626.396); (2761.314, 589.721)"
1433,"(3896.550, 258.736); (3904.397, 255.154); (3901.756, 262.507)"
1434,"(393.482, 476.498); (406.173, 472.769); (404.770, 480.726); (396.832, 487.124); (394.144, 481.663)"
1435,"(3272.797, 1606.742); (3272.924, 1604.734); (3275.537, 1601.266); (3286.104, 1600.551); (3285.920, 1605.756)"
1436,"(2000.650, 2999.390); (1993.230, 2989.617); (2002.804, 2993.269); (2009.677, 2996.664)"
1437,"(3640.783, 1588.397); (3641.507, 1579.865); (3653.014, 1582.381); (3660.132, 1585.327); (3658.801, 1588.194); (3646.114, 1590.514)"
1438,"(2621.094, 807.206); (2616.905, 794.154); (2625.752, 789.237); (2629.956, 801.014); (2626.790, 804.175)"
1439,"(2892.289, 1111.459); (2889.297, 1099.844); (2897.086, 1095.027); (2905.297, 1095.376); (2902.581, 1104.079)"
1440,"(824.939, 263.227); (826.732, 255.574); (834.684, 256.830); (829.925, 262.378)"
1441,"(1925.910, 3925.770); (1912.531, 3927.259); (1914.779, 3923.461); (1930.020, 3918.480); (1944.712, 3916.485); (1938.418, 3921.566)"
1442,"(3881.276, 494.558); (3895.095, 489.017); (3891.562, 496.439); (3886.531, 502.910)"
1443,"(4024.936, 927.229); (4029.697, 929.227); (4034.790, 934.624); (4028.160, 932.992)"
1444,"(1784.920, 1731.426); (1793.824, 1725.886); (1804.451, 1732.572); (1794.286, 1734.767); (1786.768, 1733.937)"
1445,"(3511.777, 342.782); (3496.961, 320.438); (3500.139, 317.520); (3524.134, 318.633); (3527.637, 323.350); (3527.910, 329.090)"
1446,"(3322.066, 1670.359); (3248.131, 2160.964); (3229.934, 2166.036); (3225.797, 2167.189); (3224.915, 2165.691); (3222.731, 2159.703); (3219.581, 2150.412); (3216.649, 2134.376); (3216.042, 2112.106); (3208.644, 1680.685); (3213.125, 1630.432); (3214.109, 1625.482); (3222.030, 1623.614); (3313.677, 1614.335); (3321.228, 1615.037)"
1447,"(1193.184, 3375.768); (1198.857, 3370.740); (1211.537, 3378.391); (1209.550, 3382.688)"
1448,"(1000.596, 1099.431); (1009.663, 1092.933); (1016.772, 1098.305); (1014.300, 1105.635); (1011.042, 1110.529); (1004.035, 1106.220)"
1449,"(1419.949, 370.768); (1417.056, 345.282); (1417.978, 329.032); (1419.010, 321.718); (1419.959, 319.259); (1430.511, 319.763); (1438.214, 320.214); (1470.677, 329.127); (1475.603, 357.853); (1475.407, 361.769); (1468.971, 369.362); (1462.593, 374.122); (1459.650, 374.804)"
1450,"(1849.060, 680.398); (1841.735, 695.107); (1834.857, 687.543); (1833.194, 680.695); (1842.933, 677.694)"
1451,"(2161.566, 2630.714); (2153.033, 2629.225); (2160.545, 2628.510)"
1452,"(2024.875, 3335.643); (2038.912, 3324.896); (2050.588, 3327.852); (2055.659, 3333.751); (2056.250, 3343.048); (2053.455, 3410.733); (2051.781, 3415.253); (2046.695, 3402.953)"
1453,"(1196.512, 4038.823); (1192.678, 4010.921); (1196.831, 3999.529); (1202.669, 3999.459); (1201.805, 4006.738)"
1454,"(2260.214, 1798.775); (2249.468, 1798.451); (2252.493, 1795.601); (2259.624, 1794.880)"
1455,"(2923.821, 332.866); (2920.742, 328.487); (2921.846, 320.143); (2933.586, 319.882); (2949.830, 319.531); (2952.160, 319.633); (2952.966, 328.998); (2948.499, 339.933); (2943.115, 342.798); (2937.016, 339.860)"
1456,"(2952.514, 288.265); (2963.587, 287.115); (2961.679, 294.753); (2956.424, 292.331)"
1457,"(3995.840, 247.450); (3992.840, 239.276); (3997.768, 239.885); (4000.330, 247.214)"
1458,"(762.685, 502.795); (760.962, 493.884); (763.311, 489.593); (767.453, 490.223); (769.273, 499.434)"
1459,"(3645.621, 279.031); (3640.575, 269.002); (3644.690, 268.318); (3652.487, 276.826)"
1460,"(889.471, 1628.992); (893.112, 1627.059); (895.336, 1637.453); (891.581, 1638.749)"
1461,"(1065.098, 3027.255); (1072.523, 3022.651); (1081.881, 3031.159); (1071.130, 3031.196)"
1462,"(2744.733, 231.063); (2745.781, 225.088); (2751.155, 225.756); (2747.637, 230.039); (2745.630, 231.342)"
1463,"(1128.606, 1420.217); (1133.083, 1413.562); (1143.255, 1422.860); (1149.782, 1430.021); (1142.715, 1430.768); (1130.973, 1424.396)"
1464,"(1281.851, 2758.204); (1273.301, 2758.656); (1275.644, 2756.601); (1279.415, 2756.585)"
1465,"(3003.158, 263.152); (3000.689, 256.875); (3006.701, 254.446); (3007.916, 257.891)"
1466,"(208.623, 1495.450); (201.134, 1483.708); (201.868, 1479.390); (212.410, 1478.809); (223.159, 1483.320); (214.915, 1490.519)"
1467,"(2609.569, 1542.963); (2600.756, 1536.597); (2603.832, 1529.325); (2610.427, 1525.536); (2613.417, 1527.303)"
1468,"(2657.454, 311.383); (2649.035, 308.596); (2653.546, 300.207); (2657.800, 303.296)"
1469,"(2859.822, 407.089); (2857.291, 400.519); (2862.495, 395.061); (2863.563, 400.296)"
1470,"(1337.446, 1399.494); (1337.221, 1395.927); (1339.587, 1394.011); (1339.965, 1396.745)"
1471,"(2350.200, 3094.586); (2328.943, 3092.589); (2331.003, 3089.334); (2358.989, 3081.158); (2363.203, 3086.022); (2363.705, 3091.198); (2359.614, 3092.584)"
1472,"(1340.084, 1712.538); (1332.046, 1719.275); (1325.814, 1712.046); (1320.698, 1704.419); (1322.346, 1693.917); (1329.857, 1690.192); (1335.083, 1697.623)"
1473,"(3729.085, 1033.814); (3719.667, 1047.261); (3698.141, 1045.991); (3692.815, 1045.676); (3688.849, 1042.308); (3693.001, 1030.353); (3700.225, 1024.113); (3706.949, 1024.572); (3715.547, 1025.593)"
1474,"(2518.543, 1426.822); (2510.645, 1430.833); (2504.695, 1431.095); (2491.558, 1431.021); (2476.740, 1426.424); (2473.685, 1409.537); (2473.147, 1404.608); (2480.144, 1403.381); (2497.635, 1404.627); (2507.580, 1406.366); (2516.917, 1415.106)"
1475,"(2720.977, 887.499); (2713.410, 881.708); (2719.752, 880.113); (2726.905, 881.572)"
1476,"(3800.585, 670.184); (3807.206, 665.072); (3810.841, 665.874); (3815.289, 673.709); (3815.573, 676.840); (3812.312, 679.269); (3805.456, 677.770); (3800.631, 675.475)"
1477,"(2609.418, 3347.508); (2484.888, 3351.287); (2468.785, 3348.142); (2461.749, 3345.287); (2444.100, 3325.914); (2440.526, 3314.300); (2441.280, 3307.939); (2541.538, 3319.081); (2619.950, 3328.343); (2629.461, 3333.909); (2640.224, 3340.757); (2635.757, 3343.265); (2626.201, 3345.783)"
1478,"(1506.643, 655.197); (1502.197, 662.911); (1483.716, 651.740); (1480.895, 649.375); (1482.975, 644.021); (1492.934, 643.654); (1502.326, 643.711); (1506.631, 649.141)"
