NO,Polygon Points
1441,"(6184.726, 3222.824); (6162.244, 3221.183); (6153.381, 3214.306); (6153.198, 3206.018); (6158.993, 3203.549); (6164.420, 3202.652); (6178.802, 3203.298); (6201.272, 3209.305); (6195.324, 3221.392)"
1442,"(3079.535, 2492.401); (3087.596, 2498.596); (3078.235, 2519.370); (3075.373, 2523.294); (3059.299, 2542.906); (3052.542, 2545.535); (3039.533, 2550.152); (3021.467, 2551.298); (3017.289, 2545.890); (3020.269, 2537.253); (3025.128, 2528.901); (3028.145, 2524.568); (3038.386, 2512.943); (3061.679, 2490.604)"
1443,"(4543.044, 1052.785); (4533.429, 1073.040); (4522.802, 1078.873); (4519.336, 1078.251); (4513.456, 1076.530); (4501.825, 1070.037); (4496.389, 1066.407); (4488.590, 1060.950); (4489.484, 1051.085); (4491.026, 1040.685); (4493.173, 1037.065); (4499.021, 1028.114); (4504.135, 1026.089); (4511.845, 1027.026); (4525.361, 1032.559); (4535.367, 1040.165); (4540.705, 1044.679)"
1444,"(7348.846, 3895.191); (7337.446, 3869.306); (7339.601, 3864.713); (7346.687, 3860.720); (7351.639, 3873.826); (7352.774, 3889.546)"
1445,"(2147.231, 2262.542); (2137.123, 2251.364); (2146.411, 2249.885); (2156.231, 2249.249); (2158.604, 2256.972)"
1446,"(2715.976, 1004.699); (2696.630, 963.585); (2699.462, 960.141); (2705.779, 954.455); (2712.432, 950.663); (2725.670, 946.458); (2737.846, 948.468); (2748.216, 951.745); (2758.133, 958.483); (2759.745, 968.446); (2764.569, 1010.815); (2762.744, 1011.851); (2740.614, 1015.441); (2730.442, 1015.484); (2720.247, 1008.177)"
1447,"(1617.699, 1087.186); (1628.350, 1079.564); (1645.471, 1080.821); (1683.424, 1100.572); (1684.847, 1109.476); (1686.092, 1118.763); (1687.944, 1136.448); (1683.248, 1142.747); (1624.604, 1141.900); (1613.547, 1125.353); (1609.307, 1100.203); (1612.914, 1093.775)"
1448,"(4424.692, 1103.136); (4431.327, 1080.483); (4441.551, 1080.322); (4453.240, 1081.240); (4482.308, 1085.226); (4497.822, 1094.647); (4502.524, 1098.111); (4502.413, 1108.195); (4465.319, 1140.241); (4456.882, 1143.138); (4434.015, 1131.942)"
1449,"(5448.936, 1217.178); (5457.647, 1209.486); (5462.223, 1217.351); (5462.956, 1221.436); (5459.368, 1222.896); (5455.062, 1220.551)"
1450,"(1755.185, 3591.019); (1787.119, 3596.156); (1797.755, 3601.304); (1807.892, 3607.264); (1801.583, 3616.893); (1780.608, 3624.986); (1767.643, 3628.699); (1711.229, 3637.177); (1694.984, 3638.826); (1673.200, 3635.367); (1674.192, 3617.008); (1675.960, 3609.901); (1695.460, 3601.741); (1734.345, 3592.111)"
1451,"(2713.171, 2579.371); (2718.074, 2581.082); (2710.560, 2590.221); (2687.894, 2609.023); (2678.372, 2613.147); (2671.630, 2614.779); (2665.621, 2613.045); (2665.110, 2609.970); (2666.771, 2602.789); (2669.837, 2593.208); (2676.042, 2581.564); (2689.005, 2575.094); (2694.296, 2572.800)"
1452,"(1609.260, 2279.899); (1613.882, 2307.887); (1611.949, 2316.659); (1599.781, 2326.813); (1593.793, 2327.480); (1577.109, 2319.841); (1552.800, 2308.179); (1544.816, 2298.429); (1554.546, 2286.539); (1589.273, 2280.675)"
1453,"(4025.753, 1846.051); (3977.277, 1818.085); (3993.429, 1771.114); (3996.584, 1767.237); (4022.098, 1769.654); (4026.392, 1772.975); (4043.398, 1790.549); (4040.568, 1825.089); (4039.470, 1831.840); (4029.983, 1846.650)"
1454,"(5449.233, 1106.235); (5457.337, 1100.170); (5460.607, 1110.563); (5453.627, 1109.291)"
1455,"(1823.372, 1449.078); (1821.855, 1457.704); (1818.757, 1457.972); (1797.283, 1459.765); (1755.740, 1462.704); (1736.710, 1462.364); (1738.430, 1417.869); (1739.859, 1414.011); (1748.431, 1392.450); (1754.059, 1387.521); (1776.958, 1379.110); (1786.675, 1390.658); (1821.025, 1440.100)"
1456,"(2332.517, 2765.658); (2326.565, 2774.369); (2319.857, 2774.917); (2313.014, 2771.042); (2314.483, 2765.018); (2322.863, 2758.323); (2331.765, 2759.363)"
1457,"(1913.322, 2566.694); (1914.290, 2551.552); (1919.349, 2552.284); (1936.054, 2557.630); (1936.333, 2562.656); (1931.240, 2565.399); (1926.159, 2566.816)"
1458,"(5477.510, 1683.756); (5467.848, 1686.529); (5462.765, 1685.293); (5449.473, 1681.110); (5452.808, 1675.251); (5455.528, 1671.210); (5459.142, 1666.804); (5463.510, 1666.637); (5472.757, 1677.722)"
1459,"(6313.144, 3480.931); (6319.141, 3477.101); (6324.047, 3478.060); (6330.940, 3485.209); (6333.271, 3495.418); (6333.940, 3505.589); (6330.768, 3510.942); (6318.919, 3499.238); (6314.721, 3491.536); (6313.318, 3488.684)"
1460,"(1497.077, 1361.583); (1502.824, 1355.022); (1512.050, 1359.280); (1509.705, 1363.595); (1500.881, 1366.708); (1499.094, 1365.838)"
1461,"(1017.398, 3999.117); (1022.192, 3993.226); (1042.473, 3995.067); (1056.651, 3998.584); (1057.204, 4002.622); (1051.168, 4005.303); (1036.444, 4006.678); (1026.211, 4005.949)"
1462,"(7441.526, 3889.474); (7433.455, 3860.472); (7439.814, 3851.196); (7451.767, 3844.859); (7470.755, 3844.531); (7494.907, 3850.294); (7502.294, 3860.365); (7497.209, 3868.549); (7490.761, 3878.456); (7470.925, 3893.126); (7465.853, 3895.160); (7449.751, 3894.006); (7444.496, 3891.128)"
1463,"(7144.533, 2411.059); (7153.609, 2386.180); (7161.415, 2383.021); (7167.861, 2388.170); (7174.297, 2397.019); (7173.494, 2403.914); (7171.158, 2410.533); (7161.259, 2422.222); (7147.421, 2422.878); (7145.880, 2416.892)"
1464,"(7848.880, 3545.461); (7856.199, 3523.919); (7860.743, 3526.795); (7878.027, 3559.306); (7879.309, 3563.588); (7869.537, 3573.293); (7865.559, 3575.166); (7858.897, 3569.523); (7854.689, 3562.685)"
1465,"(5784.739, 3040.846); (5788.617, 3034.964); (5798.389, 3033.792); (5810.143, 3033.072); (5801.516, 3043.131); (5795.326, 3046.559); (5790.892, 3046.344)"
1466,"(3499.347, 3362.809); (3509.098, 3347.822); (3518.980, 3352.492); (3519.384, 3360.035); (3516.338, 3369.914); (3507.400, 3378.032); (3499.775, 3383.481); (3496.963, 3376.622); (3497.450, 3370.638)"
1467,"(3158.565, 1149.869); (3167.825, 1149.121); (3173.082, 1149.188); (3181.154, 1153.249); (3185.615, 1160.050); (3196.458, 1186.041); (3193.181, 1190.160); (3178.576, 1197.479); (3158.118, 1206.827); (3155.184, 1207.138); (3150.983, 1202.288); (3144.804, 1193.077); (3148.714, 1179.141); (3152.534, 1166.967)"
1468,"(3072.325, 962.011); (3067.483, 967.260); (3065.407, 965.970); (3064.783, 961.469); (3067.854, 958.607)"
1469,"(7533.360, 1878.954); (7507.862, 1869.867); (7503.853, 1865.994); (7496.752, 1857.689); (7503.651, 1845.636); (7509.033, 1837.760); (7534.259, 1851.879); (7542.876, 1856.884); (7537.536, 1872.937)"
1470,"(7946.786, 1267.171); (7954.598, 1262.754); (7968.357, 1263.378); (7980.546, 1272.285); (7985.812, 1280.517); (7982.257, 1286.442); (7974.762, 1295.548); (7967.490, 1302.911); (7949.852, 1300.636); (7945.472, 1298.635); (7946.413, 1274.343)"
1471,"(1624.600, 2062.764); (1632.624, 2056.845); (1638.203, 2058.621); (1645.211, 2064.215); (1637.294, 2069.703); (1634.767, 2071.268); (1629.558, 2071.151)"
1472,"(7281.540, 993.931); (7273.315, 999.311); (7274.990, 992.638); (7279.679, 990.477)"
1473,"(7144.603, 3505.295); (7151.883, 3487.094); (7157.643, 3480.682); (7163.582, 3480.393); (7165.854, 3487.727); (7167.785, 3503.205); (7165.541, 3506.523); (7160.594, 3509.129); (7149.178, 3510.650); (7145.471, 3508.386)"
1474,"(1999.735, 1189.973); (2016.988, 1177.280); (2022.431, 1183.205); (2023.192, 1204.060); (2021.255, 1205.946); (2014.976, 1206.823); (2002.195, 1203.751); (1993.128, 1197.604); (1994.575, 1194.886)"
1475,"(6632.993, 2506.700); (6641.765, 2501.581); (6652.941, 2508.544); (6657.515, 2516.259); (6652.290, 2518.669); (6644.021, 2517.431)"
1476,"(4777.152, 2062.903); (4787.802, 2051.295); (4795.536, 2046.791); (4805.873, 2049.915); (4815.292, 2055.801); (4808.407, 2066.313); (4798.823, 2070.517); (4790.472, 2068.915)"
1477,"(8136.858, 2383.519); (8148.735, 2343.452); (8161.532, 2348.023); (8180.915, 2375.114); (8181.842, 2388.251); (8180.827, 2390.305); (8177.516, 2391.463)"
1478,"(3368.578, 4037.382); (3378.894, 4025.536); (3392.275, 4044.778); (3400.450, 4086.523); (3383.859, 4076.293); (3369.586, 4042.256)"
1479,"(6176.800, 3319.119); (6152.841, 3274.144); (6156.888, 3258.057); (6158.424, 3252.095); (6176.602, 3239.294); (6257.550, 3222.205); (6264.570, 3222.345); (6293.244, 3230.575); (6299.208, 3244.706); (6294.084, 3283.845); (6292.473, 3289.974)"
1480,"(7168.668, 2935.028); (7161.370, 2926.663); (7162.452, 2921.666); (7165.786, 2917.646); (7170.166, 2930.969); (7170.911, 2933.850)"
1481,"(6896.828, 2198.897); (6888.991, 2192.142); (6891.198, 2185.236); (6902.664, 2179.249); (6908.503, 2190.421); (6910.561, 2196.480); (6901.094, 2199.291)"
1482,"(8179.363, 1126.990); (8168.870, 1120.049); (8171.883, 1114.901); (8176.026, 1116.325); (8179.109, 1123.382)"
1483,"(3320.857, 2826.996); (3344.817, 2829.364); (3340.464, 2835.748); (3335.656, 2839.500)"
1484,"(3177.399, 2678.480); (3191.907, 2648.511); (3204.675, 2645.908); (3209.891, 2645.063); (3214.043, 2651.256); (3214.435, 2654.410); (3205.960, 2662.964); (3185.347, 2676.166); (3180.250, 2678.877)"
1485,"(7922.577, 2898.388); (7936.907, 2922.397); (7928.084, 2930.440); (7912.731, 2935.402); (7912.649, 2915.692); (7913.882, 2908.843)"
1486,"(6409.247, 1099.280); (6410.094, 1092.745); (6416.897, 1087.179); (6429.721, 1092.166); (6433.801, 1098.116); (6436.314, 1102.211); (6434.490, 1105.976); (6423.027, 1111.445); (6414.433, 1106.152)"
1487,"(2024.761, 1612.672); (2040.717, 1612.619); (2036.843, 1622.057); (2033.764, 1623.160); (2028.772, 1621.129); (2026.196, 1616.189)"
1488,"(6289.542, 3910.557); (6281.243, 3883.940); (6282.210, 3878.860); (6287.353, 3877.986); (6295.844, 3900.026)"
1489,"(4084.157, 3931.654); (4087.818, 3942.476); (4086.918, 3953.756); (4085.357, 3958.573); (4073.282, 3957.153); (4079.821, 3933.319)"
1490,"(4089.539, 1303.707); (4098.226, 1334.263); (4092.002, 1335.255); (4082.354, 1333.306); (4073.339, 1310.282); (4082.767, 1305.792)"
1491,"(3375.054, 2122.600); (3384.267, 2111.758); (3416.950, 2115.816); (3432.912, 2118.725); (3430.792, 2175.307); (3422.437, 2219.273); (3416.597, 2227.976); (3412.996, 2228.437); (3361.233, 2230.755); (3357.167, 2230.832); (3347.357, 2228.984); (3343.227, 2226.308); (3337.827, 2215.907); (3337.394, 2209.523); (3338.082, 2204.195)"
1492,"(3172.931, 2022.852); (3160.645, 2012.614); (3166.682, 2008.517); (3177.764, 2008.139); (3179.938, 2015.398); (3176.752, 2020.026)"
1493,"(8040.894, 2263.448); (8009.458, 2253.913); (8020.548, 2243.352); (8024.828, 2241.221); (8041.834, 2233.046); (8051.017, 2235.598); (8046.464, 2260.113)"
1494,"(6474.932, 1910.272); (6473.417, 1902.474); (6474.431, 1897.806); (6476.988, 1893.057); (6481.147, 1886.228); (6486.394, 1879.166); (6495.127, 1876.566); (6516.437, 1873.592); (6521.378, 1874.450); (6513.081, 1903.463); (6504.386, 1911.118)"
1495,"(1968.347, 2038.690); (1984.379, 2034.105); (1999.373, 2036.132); (2013.468, 2042.593); (2015.970, 2064.317); (2014.436, 2066.548); (1974.601, 2071.386); (1965.097, 2068.707); (1961.365, 2052.786); (1961.828, 2048.917)"
1496,"(6506.328, 1680.692); (6505.359, 1674.284); (6512.532, 1663.245); (6517.562, 1655.626); (6534.960, 1675.318); (6540.258, 1684.706); (6539.652, 1686.858); (6533.734, 1685.889)"
1497,"(8184.062, 3174.998); (8177.445, 3175.477); (8172.992, 3171.791); (8168.829, 3165.434); (8170.215, 3159.532); (8174.500, 3153.133); (8177.817, 3159.502)"
1498,"(1564.464, 3686.611); (1544.638, 3683.254); (1554.936, 3675.839); (1572.661, 3678.664); (1570.635, 3683.296)"
1499,"(7170.481, 3428.207); (7168.383, 3447.118); (7161.471, 3445.209); (7150.924, 3441.435); (7147.639, 3437.708); (7144.943, 3421.331); (7149.541, 3410.033); (7157.026, 3412.623); (7169.830, 3423.229)"
1500,"(1797.655, 1931.196); (1791.809, 1942.905); (1787.046, 1939.363); (1784.925, 1930.179); (1787.197, 1926.094)"
1501,"(3407.315, 3469.124); (3393.606, 3478.935); (3389.388, 3477.084); (3379.780, 3460.159); (3369.313, 3418.864); (3381.490, 3410.908); (3387.915, 3418.328); (3399.562, 3433.716); (3406.073, 3459.461); (3407.044, 3463.858)"
1502,"(7599.877, 3190.709); (7561.681, 3179.072); (7512.181, 3145.052); (7502.174, 3136.133); (7500.052, 3130.543); (7497.195, 3121.153); (7498.929, 3119.283); (7525.505, 3110.723); (7529.573, 3110.261); (7568.059, 3112.931); (7616.881, 3121.871); (7617.506, 3125.903); (7619.328, 3160.964); (7617.279, 3174.765)"
1503,"(4799.307, 1128.951); (4799.029, 1142.329); (4793.072, 1142.626); (4789.731, 1142.487); (4777.923, 1131.988); (4776.957, 1123.341); (4792.291, 1122.586)"
1504,"(2425.178, 4026.533); (2428.923, 4027.264); (2428.266, 4038.945)"
1505,"(7873.590, 1171.317); (7875.037, 1202.864); (7871.374, 1207.041); (7864.519, 1207.214); (7848.436, 1204.914); (7833.693, 1195.379); (7819.106, 1181.881); (7816.669, 1168.191); (7818.244, 1160.586); (7820.040, 1155.613); (7821.888, 1154.529); (7837.114, 1145.676); (7851.296, 1150.180)"
1506,"(4393.128, 1091.230); (4400.096, 1086.456); (4405.094, 1091.421); (4398.158, 1095.482)"
1507,"(1737.118, 1340.332); (1751.700, 1334.766); (1760.802, 1336.919); (1770.636, 1342.812); (1767.666, 1351.202); (1755.320, 1365.545); (1749.761, 1367.072); (1743.964, 1366.086)"
1508,"(5352.685, 1191.011); (5354.636, 1177.636); (5366.486, 1175.589); (5375.601, 1178.177); (5379.387, 1197.642); (5379.126, 1206.233); (5372.043, 1206.621); (5366.423, 1206.885); (5356.552, 1196.469)"
1509,"(4664.191, 1078.962); (4655.527, 1078.863); (4651.472, 1066.850); (4649.781, 1061.246); (4649.009, 1055.486); (4654.266, 1054.528); (4662.789, 1054.968); (4673.691, 1056.844); (4674.385, 1059.922); (4673.036, 1066.932); (4669.353, 1078.069)"
1510,"(6979.888, 3203.404); (6977.919, 3207.381); (6955.976, 3201.736); (6953.368, 3194.249); (6961.941, 3193.432); (6979.261, 3198.051)"
1511,"(6153.442, 2279.307); (6154.025, 2269.780); (6168.541, 2261.497); (6172.020, 2261.073); (6173.764, 2263.971); (6176.983, 2279.408); (6179.159, 2294.554); (6172.804, 2294.416); (6162.791, 2288.919)"
1512,"(4825.381, 869.650); (4829.356, 863.501); (4829.998, 868.553); (4827.843, 871.032)"
1513,"(5680.068, 1078.219); (5672.963, 1075.112); (5676.158, 1060.522); (5681.718, 1055.972); (5688.561, 1055.141); (5697.212, 1059.018); (5694.446, 1068.825); (5690.162, 1075.649); (5684.962, 1078.601)"
1514,"(1840.620, 3601.719); (1833.267, 3592.287); (1845.102, 3589.444); (1869.471, 3593.264); (1874.957, 3598.026); (1870.406, 3604.646); (1857.890, 3606.633)"
1515,"(2792.677, 2926.004); (2798.718, 2918.785); (2805.992, 2915.327); (2810.718, 2914.661); (2815.570, 2914.016); (2821.362, 2918.270); (2824.473, 2920.604); (2828.584, 2927.975); (2825.534, 2933.968); (2818.116, 2935.349); (2803.245, 2933.880); (2797.017, 2931.648)"
1516,"(1928.557, 1066.037); (1930.796, 1060.641); (1934.833, 1058.945); (1944.706, 1056.414); (1949.086, 1058.409); (1952.247, 1061.825); (1954.222, 1067.054); (1955.320, 1072.400); (1950.937, 1078.888); (1935.775, 1078.224); (1932.179, 1074.373)"
1517,"(1048.624, 965.652); (1049.647, 959.433); (1056.090, 964.011); (1053.178, 966.606)"
1518,"(3411.082, 1529.733); (3418.209, 1536.711); (3405.014, 1542.635); (3400.950, 1536.657); (3401.870, 1532.460)"
1519,"(5905.968, 3011.344); (5915.728, 3009.741); (5928.675, 3009.762); (5933.362, 3011.951); (5944.159, 3017.919); (5935.540, 3025.060); (5927.739, 3029.630); (5907.045, 3030.654); (5901.325, 3027.503); (5897.092, 3024.676); (5898.786, 3019.328)"
1520,"(1225.222, 2537.342); (1235.268, 2529.671); (1254.205, 2529.586); (1264.644, 2536.308); (1270.852, 2541.695); (1259.347, 2550.893); (1244.292, 2550.119); (1236.360, 2547.419)"
1521,"(6646.256, 3199.975); (6649.470, 3223.605); (6649.144, 3232.332); (6646.789, 3234.594); (6641.629, 3238.588); (6634.611, 3242.402); (6596.177, 3254.537); (6544.669, 3247.810); (6539.793, 3241.947); (6536.783, 3236.337); (6548.698, 3205.614); (6570.560, 3196.541); (6577.357, 3195.350); (6641.543, 3194.975)"
1522,"(5159.621, 1483.027); (5160.660, 1487.303); (5159.305, 1491.588); (5150.035, 1494.746); (5144.819, 1492.886); (5146.464, 1486.888); (5151.238, 1483.579)"
1523,"(6841.020, 869.773); (6843.011, 865.458); (6845.599, 868.112); (6844.746, 870.833)"
1524,"(5307.642, 1031.217); (5304.531, 1028.987); (5305.440, 1025.767); (5312.728, 1023.738); (5315.498, 1025.927)"
1525,"(1816.762, 1293.765); (1825.550, 1293.527); (1831.452, 1300.933); (1827.117, 1302.811)"
1526,"(8092.924, 2758.327); (8101.729, 2772.595); (8096.681, 2775.439); (8082.139, 2772.950); (8073.213, 2769.835); (8076.754, 2764.138); (8087.468, 2759.158)"
1527,"(6890.568, 2102.732); (6889.067, 2072.565); (6902.410, 2072.884); (6908.065, 2075.123); (6910.543, 2079.619); (6909.572, 2088.923); (6905.859, 2093.058)"
1528,"(7897.053, 3537.918); (7893.085, 3542.722); (7887.969, 3537.071); (7881.213, 3528.667); (7890.572, 3532.277)"
1529,"(4015.773, 1558.896); (4009.012, 1555.127); (4009.624, 1549.697); (4017.114, 1542.204); (4021.613, 1544.371); (4028.320, 1549.321); (4025.360, 1553.450)"
1530,"(5112.584, 992.537); (5118.268, 990.373); (5119.834, 998.882); (5115.101, 996.864)"
1531,"(1776.812, 1047.362); (1772.435, 1046.601); (1770.226, 1039.780); (1769.209, 1027.624); (1772.914, 1027.521); (1785.318, 1030.923); (1788.300, 1034.931); (1786.303, 1040.401); (1778.665, 1047.172)"
1532,"(3721.456, 1328.181); (3725.083, 1316.910); (3744.113, 1312.326); (3748.524, 1312.490); (3752.914, 1315.878); (3748.101, 1328.482); (3731.586, 1334.882); (3726.722, 1332.995)"
1533,"(6203.623, 1044.701); (6200.792, 1036.066); (6206.321, 1039.363); (6208.553, 1041.597); (6207.683, 1045.651); (6206.026, 1047.082)"
1534,"(8051.194, 1431.396); (8040.996, 1418.319); (8041.691, 1406.078); (8043.708, 1400.046); (8046.141, 1397.441); (8060.285, 1401.660); (8064.601, 1408.894); (8068.278, 1415.434); (8068.290, 1420.001); (8061.328, 1426.733)"
1535,"(6184.613, 2031.164); (6169.034, 2039.108); (6161.939, 2037.212); (6154.745, 2029.857); (6152.824, 2025.254); (6166.742, 2017.987); (6172.650, 2019.172); (6179.626, 2021.175); (6183.831, 2025.178)"
1536,"(6121.324, 1021.342); (6130.027, 1023.510); (6127.132, 1029.523); (6123.183, 1031.421)"
1537,"(7176.846, 2886.166); (7181.692, 2885.042); (7182.858, 2903.301); (7180.460, 2901.365)"
1538,"(6121.271, 3570.026); (6123.861, 3567.520); (6131.658, 3583.260); (6132.590, 3589.550); (6130.944, 3590.214); (6127.886, 3590.555); (6125.093, 3586.012)"
1539,"(7801.416, 3786.178); (7807.274, 3783.438); (7813.442, 3788.248); (7814.890, 3791.353); (7813.475, 3806.718); (7812.142, 3814.102); (7810.653, 3814.683); (7808.199, 3811.731); (7802.342, 3795.557)"
1540,"(7209.109, 1012.142); (7217.518, 1011.288); (7212.803, 1013.531); (7209.878, 1014.532)"
1541,"(2688.617, 2535.443); (2690.938, 2545.400); (2677.334, 2549.453); (2672.669, 2550.553); (2665.429, 2544.101); (2673.757, 2538.885); (2681.759, 2536.480)"
1542,"(6527.313, 1045.944); (6523.207, 1046.688); (6520.902, 1041.582); (6520.874, 1038.268); (6528.612, 1036.182); (6530.434, 1036.668); (6529.625, 1040.905)"
1543,"(4749.191, 2069.770); (4729.457, 2070.899); (4729.910, 2069.100); (4732.903, 2061.828); (4736.260, 2061.918); (4744.232, 2062.734)"
1544,"(7193.403, 2028.371); (7212.159, 2030.087); (7205.586, 2037.647); (7200.564, 2038.611)"
1545,"(6543.108, 996.259); (6536.612, 998.762); (6540.298, 989.944)"
1546,"(6553.306, 1810.057); (6560.585, 1799.647); (6563.094, 1801.622); (6563.746, 1809.921); (6558.900, 1814.802)"
1547,"(1576.828, 2542.132); (1591.582, 2519.789); (1598.072, 2516.840); (1614.726, 2510.999); (1623.127, 2510.056); (1636.350, 2510.548); (1640.307, 2511.502); (1643.843, 2518.863); (1647.310, 2534.878); (1622.375, 2546.963); (1595.819, 2550.664); (1590.232, 2549.126)"
1548,"(6574.261, 2647.687); (6547.394, 2679.184); (6542.416, 2672.392); (6539.807, 2666.298); (6536.977, 2658.951); (6559.658, 2641.377)"
1549,"(3985.807, 3993.690); (3988.754, 3995.094); (3989.867, 4002.065); (3992.213, 4021.926); (3983.329, 4033.780); (3976.883, 4038.944); (3977.761, 4032.382); (3983.830, 3994.946)"
1550,"(6520.792, 917.070); (6522.366, 911.926); (6526.094, 913.543); (6522.209, 918.635)"
1551,"(7360.334, 3725.180); (7363.932, 3739.764); (7356.027, 3750.033); (7352.517, 3750.731); (7353.666, 3729.963); (7356.759, 3727.571)"
1552,"(1433.382, 2153.137); (1443.530, 2163.543); (1437.275, 2167.054); (1433.454, 2167.261)"
1553,"(1907.699, 3595.801); (1907.197, 3622.539); (1903.632, 3621.031); (1896.504, 3607.243); (1898.764, 3597.012)"
1554,"(3203.239, 2630.942); (3193.398, 2618.270); (3200.141, 2617.865); (3204.685, 2619.953)"
1555,"(2672.587, 2903.279); (2664.706, 2902.441); (2665.732, 2875.576); (2669.039, 2871.064); (2673.945, 2869.378); (2684.434, 2872.037); (2690.370, 2875.518); (2686.248, 2888.071); (2682.440, 2892.501); (2677.090, 2898.546)"
1556,"(8138.448, 1192.139); (8137.458, 1187.862); (8140.662, 1182.298); (8148.076, 1177.587); (8154.333, 1177.057); (8157.462, 1178.337); (8159.457, 1179.659); (8164.575, 1186.966); (8161.748, 1197.386); (8157.757, 1205.209); (8155.565, 1206.679); (8146.422, 1200.194)"
1557,"(2937.466, 996.426); (2941.474, 990.386); (2945.549, 995.773); (2940.798, 999.432)"
1558,"(7507.099, 3468.778); (7497.160, 3478.835); (7499.380, 3470.782); (7503.142, 3461.958)"
1559,"(7177.413, 1021.913); (7185.419, 1020.980); (7183.533, 1024.791); (7178.729, 1031.085)"
1560,"(6650.869, 1475.995); (6654.782, 1494.032); (6651.089, 1495.266); (6642.066, 1495.420); (6633.318, 1490.693); (6632.860, 1486.634); (6642.414, 1480.459)"
1561,"(5685.001, 2647.358); (5673.132, 2631.109); (5686.953, 2623.118); (5693.978, 2621.231); (5700.179, 2620.035); (5709.209, 2629.725); (5698.479, 2639.358); (5691.194, 2644.272)"
1562,"(5577.399, 1667.410); (5599.250, 1665.181); (5607.308, 1674.908); (5599.313, 1681.569); (5592.794, 1686.691); (5588.610, 1686.480); (5579.714, 1675.613)"
1563,"(7157.123, 2743.346); (7144.533, 2731.573); (7149.673, 2729.214); (7160.728, 2726.572); (7166.163, 2732.121); (7170.276, 2737.229); (7171.159, 2740.477); (7168.119, 2742.610)"
1564,"(4604.043, 2043.202); (4621.873, 2055.852); (4614.552, 2061.087); (4605.645, 2066.188); (4589.575, 2070.756); (4586.406, 2065.975); (4584.679, 2057.193); (4588.928, 2052.284); (4592.311, 2049.700); (4598.926, 2045.437)"
1565,"(5485.375, 1228.729); (5481.376, 1212.310); (5484.656, 1206.116); (5496.909, 1204.053); (5511.858, 1203.868); (5506.964, 1231.175); (5505.377, 1238.843); (5499.469, 1238.542); (5494.583, 1236.386)"
1566,"(2120.578, 2725.173); (2121.949, 2707.941); (2127.804, 2708.642); (2130.701, 2713.447); (2121.642, 2727.402)"
1567,"(6024.878, 3163.187); (6029.086, 3156.439); (6033.362, 3158.178); (6035.152, 3173.174); (6034.036, 3175.128); (6031.467, 3172.326)"
1568,"(4415.288, 2071.091); (4392.912, 2064.726); (4395.413, 2057.940); (4397.885, 2053.889); (4405.807, 2052.758); (4414.849, 2056.000); (4423.424, 2064.648); (4419.111, 2070.897)"
1569,"(3440.740, 1191.398); (3433.229, 1183.874); (3435.524, 1181.202); (3440.711, 1181.208); (3446.283, 1185.801)"
1570,"(5524.748, 1670.583); (5530.937, 1678.203); (5521.922, 1687.384); (5512.709, 1685.789); (5514.631, 1678.541)"
1571,"(2741.718, 2070.704); (2729.065, 2069.657); (2733.056, 2064.404); (2744.063, 2056.195); (2758.274, 2053.160); (2750.259, 2065.405)"
1572,"(5322.426, 2428.407); (5326.426, 2431.832); (5316.239, 2437.745); (5310.203, 2438.555); (5305.494, 2435.417); (5311.826, 2432.552)"
1573,"(7541.799, 3457.687); (7529.223, 3462.988); (7531.719, 3450.948); (7537.894, 3437.691)"
1574,"(6440.307, 2200.874); (6445.807, 2210.599); (6431.982, 2215.279); (6428.530, 2214.293); (6425.242, 2209.955); (6425.301, 2203.363); (6431.947, 2202.097)"
1575,"(4090.501, 2791.020); (4088.802, 2779.959); (4091.640, 2780.357); (4093.006, 2786.552)"
1576,"(6008.576, 1553.433); (6015.571, 1545.011); (6023.418, 1547.962); (6026.239, 1553.736); (6022.797, 1557.096); (6017.830, 1559.409)"
1577,"(4473.335, 2049.622); (4491.882, 2050.512); (4481.282, 2066.282); (4474.550, 2069.977); (4460.362, 2071.478); (4457.392, 2066.072); (4457.407, 2060.241); (4459.497, 2058.020)"
1578,"(3065.185, 996.200); (3072.228, 990.896); (3074.243, 994.169); (3069.223, 998.899)"
1579,"(7649.315, 1302.945); (7640.850, 1296.129); (7643.553, 1294.716); (7649.247, 1294.951); (7655.274, 1297.663)"
1580,"(3100.732, 999.171); (3096.561, 996.000); (3100.761, 992.220); (3105.561, 993.510)"
1581,"(7982.945, 2790.461); (7941.300, 2806.581); (7936.481, 2805.830); (7912.778, 2794.579); (7913.940, 2789.252); (7919.765, 2784.749); (7931.025, 2778.794); (7957.094, 2766.701); (7962.421, 2768.568); (7968.672, 2772.504); (7980.672, 2784.149)"
1582,"(4921.417, 2198.022); (4932.187, 2181.206); (4935.181, 2184.628); (4934.432, 2187.242); (4926.536, 2196.124); (4922.313, 2199.017)"
1583,"(8184.191, 3607.020); (8168.690, 3598.096); (8174.667, 3594.239); (8180.437, 3597.775); (8184.180, 3600.877)"
1584,"(5913.053, 2669.833); (5923.635, 2663.643); (5937.085, 2671.573); (5933.637, 2675.949); (5923.722, 2678.880); (5917.686, 2674.106)"
1585,"(3185.689, 1216.275); (3194.679, 1213.874); (3202.447, 1217.418); (3204.202, 1223.585); (3199.388, 1227.575); (3189.215, 1235.599); (3185.345, 1238.603); (3181.094, 1236.554); (3176.933, 1230.407); (3177.042, 1224.556)"
