NO,Polygon Points
7989,"(1808.726, 2444.298); (1812.377, 2474.135); (1809.888, 2479.478); (1804.904, 2485.537); (1792.422, 2486.957); (1786.276, 2486.758); (1779.751, 2484.402); (1773.795, 2481.049); (1769.038, 2469.721); (1770.669, 2457.033); (1771.720, 2449.107); (1776.396, 2446.101); (1799.845, 2435.633)"
7990,"(6217.473, 6356.008); (6221.531, 6347.299); (6235.702, 6346.034); (6240.089, 6348.224); (6241.542, 6353.643); (6239.156, 6360.684); (6228.741, 6389.281); (6224.808, 6390.674); (6220.087, 6391.425); (6218.340, 6387.863)"
7991,"(6314.944, 2482.280); (6313.146, 2461.842); (6334.991, 2446.362); (6350.065, 2435.946); (6354.346, 2435.900); (6360.053, 2435.951); (6359.033, 2442.488); (6345.969, 2481.659); (6340.235, 2483.958); (6323.748, 2486.598)"
7992,"(7241.355, 4422.165); (7243.059, 4415.830); (7252.269, 4396.471); (7276.249, 4399.093); (7287.607, 4405.371); (7295.218, 4409.730); (7303.201, 4416.188); (7324.927, 4435.596); (7332.481, 4450.152); (7329.245, 4458.235); (7325.749, 4462.602); (7314.667, 4470.567); (7310.527, 4470.893); (7303.713, 4469.396); (7258.785, 4447.771); (7250.982, 4439.917)"
7993,"(3483.417, 6442.684); (3464.970, 6357.854); (3478.377, 6340.231); (3501.925, 6320.806); (3506.286, 6318.108); (3517.029, 6319.680); (3524.897, 6323.801); (3558.997, 6342.603); (3562.991, 6347.811); (3559.351, 6372.865); (3554.851, 6388.233); (3547.193, 6405.261); (3514.165, 6447.092); (3497.650, 6453.044); (3490.883, 6454.890); (3487.714, 6455.434); (3486.460, 6453.210)"
7994,"(7642.126, 2198.131); (7625.362, 2185.377); (7626.738, 2177.929); (7630.016, 2170.296); (7634.034, 2164.721); (7642.091, 2160.275); (7646.644, 2159.727); (7657.517, 2160.851); (7664.539, 2174.289); (7668.372, 2194.746); (7656.367, 2199.339)"
7995,"(2077.366, 3400.931); (2093.703, 3420.688); (2092.357, 3427.430); (2068.731, 3446.971); (2058.854, 3445.390); (2057.675, 3437.431); (2057.273, 3416.436); (2057.549, 3409.134); (2064.491, 3405.627)"
7996,"(2696.948, 6192.035); (2705.294, 6168.878); (2753.951, 6151.435); (2760.632, 6149.628); (2792.400, 6157.546); (2794.433, 6158.342); (2798.637, 6167.284); (2799.478, 6171.766); (2792.342, 6185.657); (2788.544, 6187.268); (2779.742, 6190.591); (2746.138, 6199.397); (2700.434, 6195.253)"
7997,"(4894.889, 2556.772); (4892.820, 2568.907); (4858.433, 2583.241); (4845.372, 2579.818); (4840.813, 2570.269); (4846.371, 2565.287); (4862.166, 2559.077); (4872.834, 2555.649); (4880.571, 2555.971)"
7998,"(5905.506, 4858.772); (5931.448, 4910.117); (5927.472, 4915.758); (5920.724, 4919.216); (5892.537, 4916.013); (5858.523, 4910.678); (5843.843, 4903.239); (5834.250, 4894.016); (5832.698, 4884.481); (5835.652, 4875.288); (5858.079, 4858.977); (5863.880, 4854.931); (5867.316, 4852.933); (5902.409, 4856.749)"
7999,"(7250.257, 4228.089); (7268.980, 4231.127); (7279.097, 4234.565); (7286.535, 4238.608); (7301.543, 4248.582); (7300.537, 4254.102); (7297.812, 4261.040); (7289.595, 4275.408); (7285.314, 4278.536); (7281.501, 4276.744); (7260.482, 4258.587); (7245.458, 4241.237); (7243.735, 4238.921); (7240.546, 4232.504); (7244.080, 4229.776)"
8000,"(4468.233, 5832.012); (4437.549, 5846.721); (4426.992, 5840.306); (4425.430, 5836.968); (4431.892, 5795.730); (4432.796, 5790.553); (4435.816, 5788.480); (4455.266, 5795.222); (4460.171, 5797.383); (4464.497, 5804.274); (4465.838, 5808.066)"
8001,"(7508.719, 2249.869); (7522.266, 2254.463); (7528.017, 2258.168); (7532.672, 2265.815); (7536.455, 2277.616); (7535.170, 2283.322); (7533.296, 2289.214); (7529.405, 2291.934); (7523.567, 2295.011); (7514.651, 2294.567); (7510.809, 2291.605); (7505.481, 2281.768); (7501.813, 2274.766); (7498.274, 2265.748); (7496.967, 2257.086); (7502.088, 2251.065)"
8002,"(4715.285, 2922.635); (4712.508, 2909.597); (4712.818, 2893.289); (4713.943, 2887.975); (4718.765, 2882.175); (4727.478, 2873.970); (4736.136, 2878.824); (4740.400, 2882.984); (4749.718, 2902.830); (4753.498, 2913.910); (4754.477, 2930.002); (4749.855, 2933.293); (4744.092, 2934.625); (4725.747, 2932.878); (4719.441, 2930.423)"
8003,"(1398.769, 2454.998); (1406.077, 2464.776); (1391.768, 2482.338); (1381.895, 2486.721); (1371.618, 2486.603); (1362.173, 2480.170); (1353.492, 2471.528); (1352.738, 2467.840); (1353.406, 2456.178); (1358.445, 2447.895); (1365.470, 2439.081); (1372.045, 2438.296); (1377.676, 2441.175)"
8004,"(3881.170, 3279.424); (3899.582, 3263.246); (3915.844, 3258.909); (3924.333, 3261.081); (3925.410, 3266.517); (3927.752, 3278.862); (3925.546, 3281.761); (3900.633, 3286.383); (3888.690, 3286.684); (3885.074, 3284.423)"
8005,"(7176.879, 3878.497); (7187.245, 3835.742); (7190.838, 3831.728); (7213.145, 3817.707); (7221.477, 3814.726); (7246.992, 3830.088); (7248.677, 3841.409); (7249.393, 3847.163); (7240.691, 3874.616); (7229.044, 3893.969); (7224.885, 3894.954); (7194.861, 3892.044); (7190.402, 3890.357); (7181.833, 3886.157)"
8006,"(5073.903, 6635.064); (5024.644, 6646.842); (5018.271, 6644.357); (5001.355, 6629.090); (5005.760, 6612.567); (5007.530, 6606.760); (5015.257, 6603.505); (5048.192, 6600.864); (5057.591, 6602.728); (5066.527, 6605.400); (5068.330, 6609.650)"
8007,"(4782.426, 2479.271); (4777.282, 2469.012); (4789.510, 2464.544); (4807.884, 2460.392); (4816.547, 2458.637); (4823.043, 2461.215); (4826.914, 2462.986); (4824.430, 2478.385); (4820.675, 2486.855)"
8008,"(1869.056, 2546.021); (1865.450, 2540.338); (1868.265, 2529.917); (1889.879, 2508.038); (1904.098, 2498.350); (1907.093, 2498.700); (1915.952, 2504.980); (1920.420, 2514.867); (1919.579, 2521.619); (1917.379, 2531.538); (1915.109, 2538.100); (1905.743, 2550.621); (1879.192, 2547.481)"
8009,"(4745.020, 2439.973); (4746.821, 2434.624); (4768.613, 2405.472); (4775.246, 2412.337); (4784.613, 2431.311); (4784.478, 2434.971); (4763.813, 2450.524); (4756.023, 2455.368); (4751.350, 2453.874); (4745.612, 2446.880)"
8010,"(4371.747, 2186.709); (4363.156, 2199.115); (4341.544, 2194.054); (4334.448, 2185.254); (4329.252, 2177.288); (4340.511, 2168.165); (4349.768, 2163.357); (4354.101, 2164.248); (4371.405, 2180.699)"
8011,"(265.038, 2951.005); (270.839, 2945.837); (287.405, 2945.637); (319.260, 2954.139); (328.604, 2960.377); (329.298, 2967.648); (325.271, 2977.850); (317.507, 2986.551); (312.199, 2990.943); (293.995, 2999.270); (288.067, 2995.898); (283.625, 2993.040); (280.411, 2988.556); (274.695, 2979.810); (269.172, 2968.232); (267.407, 2963.939); (265.851, 2958.481)"
8012,"(4397.027, 2173.885); (4427.736, 2163.696); (4430.324, 2169.391); (4434.742, 2180.001); (4435.979, 2182.972); (4434.645, 2188.977); (4419.651, 2199.420); (4399.642, 2192.439); (4393.262, 2187.166); (4393.321, 2177.753)"
8013,"(3982.520, 2097.341); (3985.793, 2108.077); (3980.963, 2117.361); (3956.819, 2134.100); (3953.922, 2134.807); (3952.149, 2132.269); (3947.390, 2122.553); (3945.367, 2117.056); (3947.988, 2111.315)"
8014,"(2954.675, 2062.185); (2953.126, 2055.034); (2962.362, 2044.915); (2969.274, 2042.617); (2985.175, 2038.824); (2992.132, 2039.747); (2993.385, 2048.788); (2987.627, 2063.620); (2969.397, 2070.690); (2962.219, 2069.175)"
8015,"(7880.578, 3473.324); (7899.279, 3454.130); (7922.132, 3440.591); (7929.444, 3443.538); (7930.525, 3449.001); (7929.816, 3453.360); (7922.816, 3472.561); (7912.367, 3477.302); (7893.778, 3478.849); (7886.488, 3479.284)"
8016,"(3289.103, 2039.135); (3277.838, 2032.624); (3274.249, 2014.519); (3273.389, 2006.816); (3273.430, 2003.651); (3279.925, 1999.501); (3302.024, 2006.491); (3300.778, 2020.283); (3291.874, 2036.137)"
8017,"(1112.433, 3447.359); (1096.952, 3416.606); (1097.559, 3404.664); (1124.325, 3383.269); (1144.351, 3401.624); (1149.456, 3430.222); (1149.661, 3435.286); (1144.899, 3438.339); (1125.579, 3443.773)"
8018,"(1432.789, 2294.556); (1417.022, 2274.469); (1418.983, 2269.370); (1423.857, 2263.675); (1430.274, 2257.772); (1440.893, 2255.541); (1443.094, 2257.093); (1460.886, 2283.051); (1462.039, 2288.083); (1455.189, 2289.791)"
8019,"(86.268, 3574.403); (72.878, 3570.972); (87.772, 3538.249); (107.905, 3509.487); (116.664, 3503.719); (130.182, 3503.074); (141.262, 3503.894); (149.192, 3506.610); (148.559, 3511.445); (148.007, 3514.710); (118.649, 3569.130); (105.550, 3574.854)"
8020,"(1569.701, 2133.183); (1586.738, 2143.479); (1583.883, 2150.800); (1579.715, 2154.050); (1554.445, 2167.165); (1549.248, 2163.408); (1544.644, 2158.974); (1560.889, 2134.005)"
8021,"(2558.582, 6006.008); (2552.735, 6006.575); (2557.096, 6000.510)"
8022,"(4520.565, 5665.323); (4523.810, 5666.381); (4522.780, 5670.692); (4520.651, 5669.376)"
8023,"(5128.916, 3147.682); (5133.492, 3142.575); (5147.825, 3134.102); (5156.248, 3130.135); (5180.934, 3137.994); (5184.507, 3140.778); (5184.798, 3143.321); (5175.317, 3156.897); (5171.135, 3159.085); (5144.488, 3157.736)"
8024,"(8043.425, 3302.714); (8041.110, 3302.150); (8042.680, 3299.344); (8045.634, 3299.425)"
8025,"(2525.865, 3190.678); (2521.365, 3188.581); (2522.459, 3185.653); (2526.309, 3186.001)"
8026,"(1033.241, 3945.710); (1081.495, 3877.309); (1087.541, 3881.377); (1101.560, 3901.208); (1104.523, 3914.354); (1099.109, 3949.457); (1087.465, 3956.604); (1081.763, 3958.700); (1036.014, 3955.965)"
8027,"(8042.437, 7863.196); (8009.036, 7850.789); (8011.718, 7842.099); (8015.826, 7834.281); (8072.280, 7824.948); (8100.199, 7821.064); (8134.846, 7819.099); (8158.353, 7818.722); (8172.502, 7818.877); (8181.644, 7820.226); (8183.720, 7825.077); (8179.925, 7834.057); (8165.502, 7855.896); (8153.212, 7861.160)"
8028,"(3978.003, 5736.440); (3977.429, 5633.957); (3978.678, 5628.076); (4007.265, 5606.112); (4035.872, 5597.390); (4054.262, 5608.135); (4100.784, 5645.115); (4101.388, 5652.452); (4102.829, 5705.260); (4099.821, 5711.994); (4092.638, 5720.709); (4086.402, 5727.279); (4018.709, 5751.367); (4012.673, 5749.989); (3982.060, 5738.786)"
8029,"(4022.768, 7475.668); (4015.289, 7635.704); (4010.178, 7649.308); (3994.316, 7671.481); (3986.547, 7669.616); (3974.759, 7663.507); (3968.752, 7660.072); (3963.997, 7652.766); (3947.939, 7612.770); (3917.828, 7510.468); (3914.797, 7490.309); (3913.198, 7472.298); (3913.128, 7458.917); (3920.172, 7440.600); (3926.309, 7431.023); (3935.228, 7424.026); (3939.755, 7423.367); (3945.977, 7423.834); (3982.424, 7434.229)"
8030,"(4839.511, 2168.743); (4851.986, 2186.640); (4849.501, 2190.924); (4831.073, 2198.471); (4818.583, 2199.021); (4813.682, 2197.842); (4808.581, 2195.763); (4810.729, 2188.200); (4821.116, 2176.340); (4833.778, 2170.005)"
8031,"(1572.638, 7259.258); (1583.480, 7359.330); (1549.218, 7401.286); (1545.447, 7405.622); (1541.301, 7406.411); (1484.903, 7414.717); (1480.947, 7412.502); (1486.428, 7372.561); (1490.268, 7346.134); (1491.146, 7341.858); (1509.615, 7255.275); (1515.280, 7246.243); (1524.285, 7237.985); (1529.492, 7233.330); (1553.580, 7238.246); (1566.388, 7244.216)"
8032,"(205.839, 3139.597); (211.571, 3168.084); (194.855, 3188.517); (181.016, 3190.914); (176.822, 3184.209); (171.088, 3174.016); (168.909, 3166.468); (178.616, 3149.620)"
8033,"(1047.301, 3246.497); (1032.817, 3220.632); (1039.336, 3215.779); (1047.403, 3211.375); (1081.300, 3201.805); (1086.740, 3201.776); (1093.141, 3201.765); (1097.614, 3205.442); (1101.970, 3210.899); (1102.486, 3215.883); (1102.028, 3240.602); (1080.097, 3253.764); (1076.368, 3254.792)"
8034,"(1359.967, 6198.376); (1439.540, 6171.428); (1446.763, 6173.517); (1473.249, 6212.200); (1478.274, 6227.122); (1480.497, 6240.279); (1480.051, 6255.585); (1477.115, 6261.502); (1472.473, 6263.080); (1406.533, 6255.755); (1393.836, 6246.208); (1352.899, 6207.679); (1356.133, 6201.348)"
8035,"(6728.561, 4838.258); (6768.059, 4785.532); (6772.494, 4785.411); (6795.770, 4787.670); (6806.091, 4789.527); (6825.543, 4802.904); (6824.565, 4824.147); (6822.934, 4827.829); (6815.705, 4833.884); (6778.041, 4853.564); (6771.459, 4854.644); (6743.370, 4854.673); (6738.195, 4853.040)"
8036,"(3780.962, 4227.484); (3783.026, 4229.455); (3779.792, 4239.085); (3759.774, 4243.091); (3738.184, 4246.801); (3731.702, 4244.856); (3724.428, 4240.356); (3721.242, 4238.190); (3723.768, 4233.959); (3726.586, 4230.746); (3738.292, 4222.390); (3742.177, 4220.538); (3747.604, 4218.015); (3751.112, 4217.047); (3757.582, 4215.935); (3766.991, 4215.403)"
8037,"(1962.348, 2577.714); (1960.918, 2551.178); (1969.325, 2548.806); (1997.355, 2541.239); (2005.108, 2541.332); (2012.651, 2543.577); (2014.967, 2552.957); (2015.877, 2557.979); (2011.492, 2563.144); (2002.081, 2570.289); (1975.323, 2582.372); (1968.544, 2583.297)"
8038,"(9.404, 5566.326); (17.497, 5564.639); (55.322, 5577.312); (62.239, 5582.903); (60.684, 5587.740); (54.051, 5589.446); (32.501, 5590.575); (26.499, 5589.819); (20.923, 5588.268); (12.683, 5572.764)"
8039,"(5452.965, 2533.854); (5449.316, 2524.276); (5450.280, 2516.695); (5452.686, 2511.688); (5478.326, 2498.036); (5483.910, 2497.281); (5490.003, 2499.225); (5498.812, 2511.777); (5500.558, 2516.995); (5498.783, 2532.499); (5492.218, 2549.936); (5482.959, 2550.738); (5472.871, 2551.428)"
8040,"(4352.169, 3805.864); (4321.399, 3830.848); (4316.234, 3830.346); (4300.307, 3798.580); (4297.353, 3773.155); (4314.488, 3752.356); (4316.458, 3751.088); (4325.118, 3754.844); (4328.385, 3756.648); (4338.928, 3768.482)"
8041,"(3080.811, 4899.004); (3089.082, 4866.036); (3091.921, 4860.437); (3097.075, 4853.180); (3106.947, 4857.933); (3123.069, 4871.552); (3125.858, 4874.577); (3127.345, 4879.339); (3127.384, 4890.892); (3118.998, 4910.926); (3115.058, 4918.892); (3107.881, 4919.075); (3100.819, 4915.627); (3091.926, 4909.255)"
8042,"(3178.712, 3179.902); (3176.860, 3160.055); (3191.723, 3156.222); (3225.397, 3156.564); (3231.091, 3157.430); (3237.300, 3158.980); (3242.705, 3161.751); (3242.674, 3174.033); (3240.161, 3177.193); (3235.241, 3180.780); (3210.664, 3191.303); (3185.569, 3185.070); (3181.686, 3182.744)"
8043,"(7662.507, 5171.227); (7656.841, 5142.149); (7659.154, 5131.628); (7699.428, 5128.828); (7705.241, 5132.125); (7727.181, 5149.491); (7732.303, 5154.893); (7726.224, 5161.023); (7722.826, 5163.327); (7681.335, 5173.659); (7668.117, 5174.564); (7664.700, 5173.306)"
8044,"(5182.865, 5226.958); (5174.592, 5239.309); (5168.136, 5237.701); (5161.629, 5235.149); (5144.040, 5213.134); (5137.739, 5201.178); (5134.219, 5193.132); (5130.385, 5183.199); (5128.852, 5168.094); (5131.056, 5163.619); (5143.614, 5149.217); (5151.100, 5144.483); (5161.323, 5140.722); (5204.321, 5146.061); (5207.868, 5150.378); (5208.775, 5156.598); (5207.109, 5162.032); (5187.649, 5214.902)"
8045,"(3656.915, 6170.006); (3660.789, 6146.451); (3669.429, 6140.837); (3690.621, 6139.226); (3704.509, 6143.635); (3752.976, 6170.821); (3764.866, 6183.731); (3763.826, 6187.030); (3750.497, 6193.334); (3741.942, 6194.916); (3711.408, 6199.450); (3673.086, 6184.996); (3668.779, 6182.848)"
8046,"(1673.383, 5183.971); (1684.047, 5157.773); (1688.472, 5153.791); (1702.603, 5141.378); (1717.692, 5139.008); (1730.062, 5144.884); (1737.144, 5159.557); (1747.654, 5189.111); (1760.775, 5237.363); (1749.506, 5239.002); (1718.840, 5239.198); (1706.421, 5228.239)"
8047,"(1968.272, 2101.978); (1971.381, 2114.603); (1969.586, 2120.744); (1964.999, 2133.355); (1959.876, 2135.251); (1938.752, 2130.766); (1928.686, 2112.647); (1938.099, 2103.855); (1953.302, 2102.316); (1961.572, 2102.034)"
8048,"(2567.221, 2894.751); (2540.129, 2935.075); (2519.039, 2928.578); (2507.975, 2909.674); (2504.992, 2903.952); (2508.740, 2898.625); (2526.015, 2886.987); (2533.023, 2882.344); (2556.547, 2876.027); (2560.224, 2876.863); (2563.383, 2881.534); (2566.293, 2886.048)"
8049,"(1108.271, 5612.322); (1163.120, 5611.232); (1168.589, 5613.632); (1208.202, 5700.445); (1209.429, 5707.183); (1211.264, 5727.788); (1156.808, 5748.013); (1149.028, 5750.803); (1035.634, 5686.138); (1033.575, 5681.311); (1033.320, 5655.119); (1036.263, 5643.991); (1039.118, 5637.499)"
8050,"(7787.716, 6424.861); (7795.934, 6438.966); (7788.291, 6447.521); (7780.777, 6451.592); (7774.550, 6454.765); (7755.280, 6432.116); (7753.486, 6424.593); (7779.050, 6423.222)"
8051,"(2441.584, 2972.171); (2441.000, 2964.991); (2450.405, 2952.704); (2466.185, 2944.933); (2487.361, 2939.160); (2493.269, 2938.742); (2497.382, 2939.450); (2505.022, 2967.876); (2486.517, 2996.849); (2481.466, 2999.425); (2475.601, 2998.576)"
8052,"(6497.505, 4305.830); (6512.321, 4342.570); (6499.472, 4343.092); (6487.145, 4334.283); (6477.562, 4326.432); (6472.579, 4316.431); (6476.985, 4307.918); (6483.866, 4301.057)"
8053,"(7310.803, 2063.750); (7304.981, 2055.734); (7305.160, 2049.084); (7307.300, 2043.643); (7325.447, 2032.686); (7330.517, 2032.358); (7338.647, 2049.652); (7337.902, 2066.202); (7334.419, 2070.765); (7328.028, 2068.939)"
8054,"(6345.223, 2370.678); (6344.947, 2362.838); (6370.764, 2346.700); (6378.947, 2343.585); (6383.494, 2351.174); (6387.389, 2370.999); (6382.752, 2375.561); (6360.990, 2390.903); (6352.642, 2391.329)"
8055,"(3539.874, 4526.105); (3534.280, 4529.427); (3521.195, 4534.806); (3510.531, 4533.990); (3504.525, 4532.501); (3500.351, 4529.137); (3497.014, 4519.629); (3497.181, 4516.339); (3502.484, 4509.267); (3507.874, 4510.338); (3529.156, 4518.170); (3537.873, 4521.909)"
8056,"(2063.611, 4722.656); (2057.105, 4695.035); (2058.017, 4688.318); (2059.915, 4681.379); (2063.465, 4676.063); (2070.380, 4677.242); (2076.606, 4680.611); (2079.639, 4684.069); (2081.347, 4688.821); (2084.595, 4703.191); (2087.278, 4719.339); (2079.051, 4727.130); (2065.928, 4727.221)"
8057,"(32.091, 3462.435); (70.754, 3460.647); (83.146, 3476.376); (84.635, 3488.545); (84.423, 3496.787); (80.269, 3501.470); (76.424, 3503.955); (68.548, 3507.363); (50.869, 3511.161); (25.081, 3509.560); (15.368, 3502.515); (9.131, 3492.966); (21.701, 3472.564); (26.657, 3466.923)"
8058,"(4803.198, 2802.237); (4803.513, 2827.408); (4802.864, 2833.478); (4798.127, 2837.341); (4783.495, 2839.046); (4761.194, 2837.517); (4748.256, 2834.063); (4745.316, 2828.245); (4749.088, 2817.722); (4764.884, 2809.176); (4775.655, 2804.682); (4796.298, 2802.814)"
8059,"(7327.168, 4398.520); (7305.357, 4366.074); (7306.304, 4357.612); (7309.485, 4339.059); (7319.203, 4327.547); (7342.194, 4318.979); (7352.813, 4319.648); (7368.269, 4321.741); (7373.512, 4328.136); (7382.970, 4357.251); (7381.379, 4362.504); (7369.313, 4382.752); (7361.032, 4395.988); (7355.243, 4403.838); (7349.015, 4407.256); (7331.844, 4401.006)"
8060,"(7235.968, 3714.790); (7251.989, 3714.805); (7255.745, 3719.845); (7255.868, 3734.008); (7254.974, 3743.779); (7252.939, 3760.911); (7250.652, 3765.635); (7181.354, 3767.300); (7177.110, 3760.597); (7177.652, 3745.624); (7178.413, 3741.384); (7200.934, 3727.226); (7214.212, 3718.894)"
8061,"(8075.402, 2192.192); (8072.670, 2180.770); (8073.958, 2175.314); (8092.028, 2172.669); (8096.910, 2172.318); (8114.706, 2172.236); (8111.994, 2193.201); (8108.035, 2197.791); (8100.663, 2199.106); (8085.878, 2196.156)"
8062,"(4115.395, 2159.799); (4124.892, 2156.390); (4138.104, 2166.628); (4142.456, 2173.225); (4146.248, 2179.570); (4142.460, 2187.011); (4130.049, 2199.008); (4122.373, 2198.882); (4108.698, 2190.127); (4105.075, 2185.580); (4105.956, 2182.005)"
8063,"(8164.164, 2327.340); (8146.065, 2323.893); (8139.106, 2318.374); (8136.917, 2306.168); (8148.361, 2303.568); (8158.014, 2303.514); (8167.111, 2306.113); (8181.704, 2312.584); (8167.216, 2326.452)"
8064,"(2504.771, 5963.439); (2505.313, 5957.765); (2508.435, 5956.028); (2512.867, 5954.046); (2521.607, 5951.916); (2532.579, 5954.457); (2541.435, 5959.623); (2552.707, 5967.717); (2551.761, 5971.052); (2547.729, 5975.350); (2525.451, 5975.287); (2513.844, 5973.752); (2507.164, 5968.862)"
8065,"(4336.751, 5685.643); (4328.568, 5676.874); (4329.587, 5654.772); (4332.547, 5650.005); (4336.374, 5644.515); (4346.791, 5654.322); (4350.351, 5662.737); (4353.195, 5681.108); (4349.497, 5686.444); (4343.021, 5686.584)"
8066,"(7337.168, 5536.525); (7346.781, 5518.203); (7353.184, 5516.681); (7389.361, 5514.463); (7397.681, 5521.398); (7364.945, 5558.501); (7359.381, 5559.394); (7349.543, 5551.688)"
8067,"(2760.978, 2702.547); (2762.287, 2696.414); (2790.886, 2669.854); (2818.371, 2671.050); (2818.828, 2679.285); (2803.359, 2699.707); (2793.752, 2710.325); (2787.963, 2711.208)"
8068,"(584.650, 2784.069); (588.824, 2778.421); (598.906, 2773.001); (616.971, 2764.157); (627.889, 2767.996); (636.984, 2774.475); (641.674, 2787.630); (643.830, 2795.088); (632.788, 2807.176); (622.666, 2807.369); (601.494, 2797.315); (590.126, 2790.807)"
8069,"(251.523, 2506.303); (254.623, 2524.079); (237.458, 2543.340); (225.362, 2550.865); (210.132, 2549.939); (203.977, 2548.124); (201.222, 2544.575); (202.902, 2536.240); (224.927, 2500.071); (236.618, 2496.465); (247.594, 2495.515)"
8070,"(4410.028, 3389.277); (4427.287, 3396.299); (4433.701, 3407.714); (4434.738, 3414.209); (4431.918, 3422.314); (4428.594, 3429.234); (4369.129, 3446.716); (4360.610, 3438.078); (4361.081, 3421.058); (4362.186, 3416.335); (4368.467, 3407.434); (4388.661, 3395.823); (4399.481, 3392.145)"
8071,"(4307.777, 3956.217); (4296.925, 3938.686); (4299.899, 3921.582); (4306.121, 3898.104); (4322.794, 3885.880); (4331.024, 3885.583); (4337.463, 3887.441); (4354.020, 3893.999); (4362.764, 3899.494); (4377.221, 3912.825); (4378.986, 3925.806); (4364.524, 3941.698); (4360.168, 3946.307); (4317.114, 3957.446); (4309.809, 3959.057)"
8072,"(352.288, 2434.958); (355.781, 2433.879); (358.031, 2436.784); (378.317, 2478.688); (373.356, 2484.922); (369.457, 2487.038); (342.166, 2472.454); (329.123, 2465.180); (332.234, 2459.051)"
8073,"(4296.791, 2397.664); (4304.355, 2375.566); (4313.203, 2373.229); (4344.760, 2384.320); (4341.937, 2410.095); (4338.436, 2414.697); (4334.106, 2419.951); (4319.324, 2423.174); (4313.306, 2422.769); (4304.911, 2413.175); (4298.975, 2405.461)"
8074,"(5848.297, 2326.612); (5843.183, 2325.644); (5835.725, 2320.218); (5832.953, 2316.006); (5835.944, 2305.726); (5839.333, 2297.328); (5856.440, 2283.326); (5861.200, 2281.105); (5868.137, 2284.187); (5876.636, 2289.234); (5874.042, 2308.111)"
8075,"(5812.272, 2302.800); (5815.106, 2322.005); (5809.122, 2324.281); (5791.794, 2327.164); (5769.714, 2326.244); (5768.970, 2318.563); (5782.041, 2301.374); (5787.034, 2295.954); (5793.076, 2293.050); (5800.645, 2293.659)"
8076,"(7865.066, 5367.307); (7866.031, 5364.224); (7870.568, 5365.458); (7869.237, 5366.469)"
8077,"(2190.849, 4200.850); (2185.443, 4191.001); (2185.839, 4188.862); (2189.894, 4183.029); (2204.382, 4167.832); (2236.246, 4160.281); (2243.862, 4161.643); (2261.924, 4170.094); (2270.616, 4174.709); (2269.122, 4181.026); (2265.434, 4193.834); (2260.175, 4208.208); (2257.987, 4213.638); (2253.408, 4215.227); (2210.766, 4205.884)"
8078,"(9.034, 6954.096); (19.819, 6930.208); (25.528, 6919.932); (31.683, 6925.793); (34.241, 6934.404); (30.886, 6960.338); (28.286, 6965.147); (22.301, 6966.660); (14.127, 6967.115)"
8079,"(7250.351, 4297.390); (7265.318, 4331.057); (7263.732, 4343.030); (7253.306, 4343.407); (7210.702, 4326.444); (7204.133, 4323.281); (7191.928, 4317.088); (7179.753, 4308.788); (7176.627, 4304.241); (7186.779, 4287.804); (7193.736, 4284.294); (7226.475, 4276.246); (7239.426, 4273.336)"
8080,"(4369.129, 2551.225); (4364.578, 2547.417); (4361.790, 2536.072); (4360.928, 2531.298); (4362.541, 2526.611); (4369.943, 2513.712); (4386.846, 2497.572); (4393.035, 2498.582); (4400.992, 2501.112); (4406.219, 2503.728); (4409.886, 2507.651); (4408.225, 2513.865); (4402.292, 2527.320)"
8081,"(7177.462, 3102.460); (7183.761, 3076.230); (7189.014, 3070.934); (7194.472, 3067.199); (7230.887, 3081.954); (7241.227, 3096.499); (7244.395, 3107.291); (7240.056, 3113.664); (7221.074, 3126.810); (7183.728, 3106.003)"
8082,"(1577.414, 2490.538); (1579.980, 2476.985); (1599.813, 2481.241); (1617.357, 2490.412); (1626.496, 2496.043); (1630.211, 2504.315); (1624.848, 2508.280); (1613.522, 2513.771); (1588.776, 2518.879); (1583.853, 2515.440); (1577.856, 2509.346); (1576.648, 2501.992); (1577.209, 2492.276)"
8083,"(4558.247, 2326.171); (4552.982, 2321.465); (4554.478, 2315.860); (4557.135, 2311.890); (4565.265, 2301.898); (4572.048, 2294.395); (4582.863, 2291.448); (4588.322, 2291.110); (4593.616, 2292.751); (4598.610, 2294.466); (4598.035, 2300.992); (4596.288, 2307.976); (4591.924, 2311.036); (4564.007, 2326.878)"
8084,"(7484.754, 2830.666); (7463.341, 2838.520); (7444.382, 2828.687); (7437.402, 2823.720); (7434.176, 2820.544); (7432.546, 2814.250); (7442.388, 2806.507); (7488.214, 2810.945); (7491.664, 2812.773); (7489.810, 2819.180)"
8085,"(4659.883, 2038.733); (4649.479, 2029.479); (4654.050, 2016.513); (4657.630, 2008.353); (4662.141, 2006.797); (4674.501, 2006.243); (4684.495, 2006.277); (4688.426, 2013.940); (4686.915, 2018.408); (4673.845, 2035.856)"
8086,"(124.943, 3094.302); (120.635, 3095.236); (122.936, 3092.015); (124.762, 3091.080)"
8087,"(7859.637, 7190.730); (7849.111, 7177.496); (7858.618, 7173.151); (7866.478, 7170.482); (7881.238, 7170.047); (7888.736, 7180.046); (7885.545, 7185.041); (7878.513, 7188.463)"
