NO,Polygon Points
354,"(3784.845, 1402.808); (3789.346, 1399.455); (3925.781, 1356.069); (3932.376, 1365.068); (3934.552, 1371.631); (3937.915, 1439.504); (3937.481, 1452.130); (3931.422, 1463.285); (3799.029, 1446.265); (3796.532, 1444.143); (3789.308, 1423.439); (3787.154, 1414.015)"
355,"(1214.893, 1645.960); (1216.304, 1691.606); (1190.095, 1716.329); (1186.329, 1718.583); (1179.469, 1714.980); (1170.038, 1709.488); (1165.128, 1703.984); (1162.166, 1692.729); (1160.909, 1685.498); (1163.920, 1679.593); (1184.360, 1656.374); (1187.009, 1654.387); (1189.223, 1653.062); (1206.042, 1643.864)"
356,"(857.812, 1750.131); (850.700, 1782.959); (846.097, 1782.258); (841.349, 1775.405); (840.892, 1769.980); (841.247, 1754.538)"
357,"(938.745, 787.207); (937.217, 779.898); (939.148, 768.313); (944.568, 765.210); (951.350, 765.372); (959.881, 769.199); (957.903, 779.854); (951.647, 790.641); (943.821, 790.449)"
358,"(4024.986, 909.425); (4029.055, 908.755); (4046.105, 913.834); (4058.978, 931.827); (4060.206, 937.508); (4059.551, 949.278); (4054.579, 950.581); (4009.937, 948.292); (4008.847, 937.232); (4011.233, 928.863)"
359,"(2313.014, 782.071); (2320.398, 768.145); (2327.252, 769.347); (2333.350, 775.490); (2321.859, 788.149); (2317.959, 791.213); (2314.219, 786.597)"
360,"(3165.466, 1076.779); (3145.116, 1063.025); (3146.531, 1056.165); (3147.238, 1052.829); (3152.840, 1038.811); (3158.356, 1033.288); (3161.374, 1031.132); (3171.624, 1028.338); (3180.602, 1027.662); (3208.423, 1029.256); (3214.405, 1035.729); (3186.188, 1073.121); (3170.684, 1078.816)"
361,"(2307.583, 1186.799); (2303.696, 1206.840); (2274.418, 1204.379); (2252.233, 1202.395); (2249.490, 1196.736); (2257.697, 1175.375); (2263.624, 1160.389); (2279.179, 1163.212); (2289.566, 1169.621); (2305.389, 1182.475)"
362,"(1045.879, 1387.208); (1154.855, 1633.461); (1151.083, 1636.798); (1142.678, 1635.024); (1116.735, 1610.796); (1056.471, 1532.858); (1044.262, 1441.792); (1041.668, 1409.300); (1044.127, 1394.112)"
363,"(924.084, 1739.766); (928.185, 1729.438); (942.637, 1739.876); (925.342, 1747.877)"
364,"(712.978, 846.591); (713.337, 824.143); (726.823, 823.714); (743.147, 828.198); (748.139, 832.506); (747.611, 838.446); (740.285, 850.213); (733.682, 854.714); (724.538, 851.890)"
365,"(2744.388, 994.323); (2741.436, 998.962); (2734.837, 997.495); (2729.620, 994.678); (2729.299, 992.884); (2733.050, 989.292); (2738.610, 984.439); (2739.083, 984.357); (2740.747, 986.125)"
366,"(3250.829, 822.765); (3243.947, 820.661); (3241.484, 817.110); (3240.698, 812.220); (3240.729, 806.219); (3241.789, 796.802); (3252.370, 796.445); (3260.200, 798.304); (3262.814, 805.204); (3260.964, 811.047)"
367,"(3744.568, 1606.648); (3736.920, 1598.167); (3737.388, 1589.296); (3739.205, 1585.578); (3748.953, 1581.214); (3751.333, 1582.056); (3750.008, 1604.764)"
368,"(622.024, 947.932); (617.099, 926.063); (630.633, 923.249); (657.479, 917.840); (661.540, 918.106); (661.521, 925.463); (659.285, 934.114); (648.696, 947.980); (643.178, 951.070); (633.660, 949.732)"
369,"(2537.042, 1616.708); (2537.760, 1602.604); (2540.582, 1595.607); (2545.467, 1594.472); (2574.843, 1608.110); (2579.707, 1610.516); (2585.650, 1616.808); (2571.551, 1623.139); (2563.363, 1623.295); (2549.011, 1620.773)"
370,"(3948.019, 903.497); (3945.166, 901.832); (3949.052, 898.907); (3953.738, 898.743); (3956.476, 899.303); (3950.883, 902.413)"
371,"(2025.129, 996.840); (2027.174, 988.249); (2033.288, 988.535); (2036.489, 991.329); (2040.276, 996.943); (2034.671, 999.101); (2028.845, 998.915)"
372,"(2101.485, 1983.191); (2113.175, 1977.515); (2117.396, 1979.950); (2121.973, 1993.208); (2116.876, 1993.760)"
373,"(3593.090, 868.598); (3598.779, 862.786); (3605.600, 868.969); (3598.975, 871.120)"
374,"(2845.867, 774.719); (2840.578, 773.421); (2845.620, 767.435); (2850.802, 767.261)"
375,"(8.642, 1776.921); (18.329, 1769.969); (18.158, 1791.399); (12.833, 1799.094); (9.817, 1786.544)"
376,"(2881.097, 1539.903); (2889.334, 1538.239); (2893.620, 1540.161); (2897.744, 1542.435); (2899.367, 1545.810); (2886.302, 1556.579); (2881.165, 1558.060); (2878.788, 1558.422); (2871.216, 1558.949); (2864.031, 1559.281); (2859.537, 1556.711); (2856.752, 1552.739); (2858.662, 1550.693)"
377,"(12.691, 1890.690); (9.053, 1874.116); (12.656, 1863.103); (17.746, 1860.893); (21.340, 1867.507); (22.353, 1873.590); (21.776, 1878.725); (16.922, 1894.877)"
378,"(2207.308, 919.352); (2200.548, 907.889); (2204.061, 906.395); (2206.030, 910.564)"
379,"(2284.072, 1363.923); (2281.024, 1358.720); (2295.735, 1349.062); (2310.162, 1345.226); (2314.105, 1345.556); (2322.284, 1348.398); (2321.096, 1353.868); (2316.951, 1357.370); (2303.885, 1364.432); (2292.980, 1366.790); (2288.253, 1366.212)"
380,"(3106.228, 1735.724); (3107.529, 1762.939); (3102.561, 1766.911); (3096.840, 1754.643); (3096.869, 1748.888); (3097.010, 1740.767)"
381,"(3510.562, 854.666); (3496.569, 846.434); (3500.514, 842.035); (3509.946, 833.884); (3525.630, 823.711); (3528.439, 825.995); (3528.651, 836.965); (3518.911, 848.363)"
382,"(3763.782, 1175.841); (3769.770, 1178.363); (3767.584, 1183.771); (3756.948, 1190.906); (3752.939, 1187.756); (3755.487, 1181.350)"
383,"(1969.938, 1591.324); (1961.164, 1573.715); (1965.232, 1566.834); (1976.573, 1561.062); (1977.279, 1567.452); (1976.760, 1589.900)"
384,"(968.584, 1508.942); (975.087, 1452.287); (1005.708, 1449.077); (1011.986, 1450.525); (1022.552, 1455.897); (1026.414, 1462.197); (1012.717, 1509.506); (1010.824, 1512.360); (999.928, 1526.134); (992.749, 1526.737); (974.425, 1521.262); (969.689, 1518.746); (968.801, 1512.029)"
385,"(572.668, 1766.776); (568.900, 1756.741); (583.893, 1752.164); (592.532, 1752.949); (597.841, 1757.160); (586.429, 1763.726); (579.966, 1765.870)"
386,"(3448.721, 772.510); (3458.233, 765.333); (3456.786, 775.073)"
387,"(2645.212, 1622.529); (2633.015, 1615.205); (2641.864, 1609.116); (2662.446, 1600.937); (2678.094, 1600.818); (2674.771, 1613.537); (2670.774, 1616.192); (2658.546, 1622.206)"
388,"(3947.798, 860.520); (3929.424, 887.190); (3918.206, 883.870); (3913.472, 880.455); (3935.027, 855.219); (3941.320, 853.917)"
389,"(4083.124, 1896.197); (4086.396, 1911.680); (4081.829, 1924.182); (4074.788, 1927.106); (4073.187, 1917.370); (4075.553, 1908.063); (4078.520, 1898.699)"
390,"(3401.087, 1612.319); (3401.118, 1607.842); (3418.950, 1602.963); (3423.813, 1602.318); (3431.137, 1604.915); (3440.416, 1611.808); (3444.592, 1618.445); (3439.481, 1621.747); (3433.508, 1622.687); (3403.837, 1616.464)"
391,"(1979.495, 789.235); (1972.361, 791.240); (1963.149, 780.654); (1960.847, 773.317); (1976.161, 765.535); (1983.648, 765.569); (1982.755, 777.237)"
392,"(2702.323, 1617.187); (2697.017, 1612.820); (2716.791, 1583.962); (2734.514, 1568.254); (2739.449, 1570.011); (2739.823, 1577.336); (2738.611, 1583.153); (2735.308, 1592.166); (2721.922, 1614.519); (2718.603, 1619.288); (2714.229, 1622.062); (2709.943, 1623.028)"
393,"(2861.858, 1303.308); (2856.542, 1297.142); (2864.139, 1290.808); (2868.922, 1287.503); (2879.651, 1286.414); (2879.353, 1297.459); (2872.957, 1299.781)"
394,"(3792.454, 1003.679); (3792.316, 1015.484); (3786.304, 1012.451); (3784.617, 1008.334); (3791.674, 1000.942)"
395,"(1219.662, 1255.461); (1208.631, 1248.871); (1213.610, 1243.948); (1222.606, 1244.392); (1226.656, 1249.156)"
396,"(632.206, 2026.627); (629.434, 2021.208); (630.622, 2017.715); (635.933, 2015.608); (633.958, 2021.662)"
397,"(761.632, 1958.578); (760.912, 1953.205); (762.340, 1948.696); (763.120, 1951.344)"
398,"(1982.574, 2038.654); (1977.289, 2026.295); (1978.571, 2013.662); (1982.043, 2010.212); (1984.173, 2026.950); (1984.892, 2033.655)"
399,"(3688.867, 2020.022); (3688.985, 2018.289); (3690.800, 2022.654); (3689.237, 2021.250)"
400,"(1253.129, 1239.280); (1224.648, 1221.812); (1232.442, 1214.540); (1236.560, 1211.969); (1252.292, 1206.246); (1258.467, 1207.383); (1270.707, 1211.195); (1272.427, 1216.459); (1259.803, 1231.736)"
401,"(2408.989, 1552.768); (2422.852, 1544.849); (2426.201, 1543.719); (2435.920, 1540.758); (2451.272, 1543.097); (2452.154, 1548.557); (2441.083, 1555.841); (2434.926, 1557.464); (2418.546, 1559.113); (2413.959, 1558.472)"
402,"(1080.829, 1886.297); (1086.234, 1877.104); (1085.770, 1894.798)"
403,"(3258.821, 1302.766); (3256.937, 1287.329); (3261.669, 1285.412); (3264.387, 1289.306); (3263.933, 1297.298)"
404,"(2733.341, 1878.669); (2729.257, 1869.078); (2733.391, 1857.810); (2741.089, 1846.932); (2745.954, 1842.547); (2754.875, 1837.394); (2757.782, 1842.090); (2757.544, 1855.925); (2738.051, 1876.658)"
405,"(2345.134, 967.715); (2349.311, 966.316); (2365.905, 963.383); (2376.866, 968.917); (2377.292, 978.699); (2369.142, 982.570); (2350.564, 981.034); (2346.060, 975.283)"
406,"(2152.603, 1183.267); (2168.898, 1174.675); (2209.461, 1174.166); (2212.199, 1180.063); (2207.726, 1186.774); (2189.952, 1198.254); (2161.583, 1206.897); (2156.494, 1197.530); (2153.430, 1190.588)"
407,"(2342.572, 1007.341); (2333.197, 1015.136); (2329.419, 1009.662); (2328.625, 1002.100); (2337.212, 999.854)"
408,"(3530.563, 1526.574); (3528.808, 1522.474); (3539.126, 1520.771); (3545.535, 1521.916)"
409,"(985.296, 1046.743); (986.158, 1035.278); (991.219, 1033.372); (1000.103, 1032.032); (991.649, 1044.556)"
410,"(1914.212, 806.560); (1912.953, 800.816); (1920.405, 796.317); (1920.559, 800.373)"
411,"(2380.749, 1559.484); (2360.838, 1550.462); (2370.132, 1549.779); (2382.194, 1554.102)"
412,"(2796.987, 1079.349); (2793.154, 1061.652); (2800.618, 1061.114); (2809.622, 1065.152)"
413,"(2235.144, 766.624); (2238.652, 788.686); (2235.176, 791.364); (2230.246, 787.624); (2222.100, 780.183); (2216.623, 774.665); (2229.319, 767.302)"
414,"(267.251, 1570.704); (273.345, 1576.655); (270.826, 1587.639); (260.062, 1589.865); (255.289, 1590.784); (206.982, 1580.273); (201.032, 1577.345); (201.441, 1571.671); (206.195, 1565.169); (217.407, 1562.314); (224.720, 1560.560); (250.867, 1566.410)"
415,"(2473.461, 1548.476); (2475.067, 1541.406); (2481.658, 1540.279); (2492.851, 1548.380); (2495.340, 1551.125); (2492.696, 1559.450); (2487.381, 1559.260); (2476.240, 1554.164)"
416,"(3468.677, 1622.921); (3465.182, 1611.480); (3472.370, 1609.192); (3472.587, 1615.242)"
417,"(2073.305, 1581.410); (2073.905, 1576.778); (2077.587, 1573.088); (2079.816, 1585.698); (2080.083, 1591.463); (2075.003, 1586.602)"
418,"(2793.480, 872.684); (2806.030, 857.745); (2812.551, 859.426); (2825.776, 864.829); (2827.539, 868.605); (2824.719, 870.809); (2799.638, 886.762); (2795.243, 877.927)"
419,"(2170.861, 1238.923); (2153.421, 1237.930); (2159.901, 1227.725); (2166.587, 1225.578)"
420,"(1199.094, 855.468); (1192.862, 846.857); (1199.245, 840.639); (1208.767, 836.107); (1215.291, 835.835); (1228.277, 835.320); (1224.053, 846.702); (1212.130, 851.345); (1207.115, 853.214)"
421,"(1083.842, 1718.980); (1081.475, 1714.839); (1081.881, 1709.236); (1084.771, 1695.524); (1090.588, 1694.966); (1095.239, 1695.696); (1094.167, 1701.451); (1089.233, 1711.083)"
422,"(818.099, 1761.408); (825.139, 1764.289); (824.141, 1767.238); (809.275, 1764.915); (810.058, 1762.204)"
423,"(2616.645, 767.681); (2626.175, 764.967); (2626.746, 771.341); (2621.482, 774.507)"
424,"(2251.401, 1351.905); (2252.914, 1359.064); (2249.909, 1364.136); (2241.364, 1367.435); (2233.312, 1363.755); (2241.613, 1352.937)"
425,"(2697.061, 814.936); (2704.214, 796.864); (2712.483, 795.053); (2719.017, 798.901); (2716.536, 815.300); (2709.992, 820.901); (2706.446, 823.280); (2701.804, 820.761)"
426,"(824.176, 1812.306); (839.697, 1814.209); (830.909, 1822.469); (826.685, 1823.366)"
427,"(3064.685, 739.417); (3067.154, 736.567); (3072.148, 741.539); (3066.893, 743.054)"
428,"(744.732, 804.323); (752.527, 803.069); (754.463, 806.601); (747.350, 806.157)"
429,"(3221.659, 1470.955); (3227.015, 1475.278); (3220.586, 1478.349); (3209.214, 1478.608); (3215.688, 1472.380)"
430,"(2922.827, 1111.489); (2920.952, 1097.857); (2933.932, 1101.496); (2937.187, 1107.013); (2933.864, 1110.064)"
431,"(3580.847, 1655.471); (3576.801, 1651.232); (3584.674, 1648.713); (3593.536, 1646.904); (3599.491, 1646.452); (3602.465, 1650.030); (3600.274, 1655.094)"
432,"(216.860, 1541.917); (219.107, 1537.376); (230.925, 1537.678); (232.669, 1540.620); (222.699, 1543.425)"
433,"(1312.624, 839.139); (1305.336, 826.379); (1310.541, 827.847); (1314.187, 829.524)"
434,"(2456.687, 943.807); (2457.999, 937.183); (2466.208, 942.021); (2468.213, 944.378); (2464.805, 950.855)"
435,"(3305.478, 797.324); (3315.539, 795.589); (3320.214, 803.186); (3324.769, 810.824); (3321.989, 821.957); (3314.349, 823.383); (3309.247, 819.680); (3307.877, 813.313)"
436,"(1288.557, 1974.694); (1288.564, 1376.505); (1299.559, 1361.748); (1327.063, 1346.092); (1392.160, 1352.443); (1520.143, 1367.452); (1529.542, 1432.987); (1541.072, 2028.289); (1539.210, 2032.505); (1505.365, 2037.823); (1491.264, 2038.705); (1420.510, 2036.917); (1412.323, 2035.268); (1381.805, 2027.993); (1288.691, 1976.759)"
437,"(760.305, 1003.489); (751.032, 1015.409); (746.735, 1009.195); (744.816, 1000.816); (746.447, 999.460); (752.367, 1000.445)"
438,"(2184.006, 1447.070); (2239.161, 1614.019); (2227.636, 1625.832); (2218.004, 1629.359); (2194.637, 1637.184); (2190.430, 1638.420); (2132.419, 1655.132); (2127.388, 1654.623); (2110.467, 1641.261); (2104.179, 1634.082); (2061.049, 1505.422); (2057.069, 1492.121); (2058.178, 1485.693); (2061.279, 1478.601); (2117.711, 1461.633); (2147.257, 1453.099); (2163.273, 1448.969); (2177.953, 1447.325)"
439,"(2447.230, 1012.182); (2441.395, 974.608); (2471.458, 967.647); (2497.081, 963.620); (2504.996, 966.260); (2509.509, 988.510); (2509.601, 996.280); (2504.455, 1005.841); (2459.979, 1013.553); (2449.516, 1014.952)"
440,"(3051.603, 1622.755); (3049.238, 1609.869); (3056.844, 1605.531); (3071.052, 1603.268); (3081.421, 1603.772); (3092.009, 1606.700); (3092.815, 1610.402); (3092.166, 1617.383); (3057.891, 1623.097)"
441,"(2304.835, 1229.512); (2306.728, 1255.065); (2300.849, 1259.671); (2291.930, 1263.195); (2268.193, 1269.744); (2262.232, 1271.337); (2204.672, 1251.012); (2200.752, 1249.186); (2196.228, 1242.688); (2190.531, 1231.335); (2184.989, 1219.838); (2196.215, 1217.112); (2221.437, 1215.071); (2272.944, 1221.210); (2300.892, 1227.524)"
442,"(2791.798, 1014.730); (2778.823, 1012.252); (2764.607, 998.233); (2762.881, 995.335); (2761.315, 989.526); (2773.627, 974.640); (2791.554, 964.757); (2807.729, 955.868); (2824.056, 957.282); (2825.978, 962.557); (2828.619, 971.024); (2824.099, 996.958); (2821.721, 1000.792); (2800.551, 1012.251)"
443,"(907.295, 976.205); (904.757, 968.323); (907.567, 963.022); (931.543, 951.600); (948.994, 950.190); (954.611, 953.145); (968.738, 961.664); (974.403, 965.449); (975.776, 975.488); (965.494, 1007.411); (957.445, 1011.671); (946.319, 1014.640); (911.710, 981.075)"
444,"(3864.525, 1656.463); (3889.239, 1665.280); (3890.462, 1666.436); (3893.345, 1680.505); (3888.150, 1684.213); (3859.199, 1687.485); (3824.273, 1684.581); (3817.407, 1682.461); (3818.077, 1675.015); (3819.925, 1668.434); (3825.042, 1666.471); (3851.924, 1659.645)"
445,"(3400.923, 895.469); (3417.365, 882.001); (3422.958, 880.471); (3431.476, 879.520); (3438.627, 881.845); (3438.821, 903.604); (3427.799, 918.561); (3421.255, 918.212); (3414.876, 916.740); (3404.511, 901.473)"
446,"(3656.679, 898.490); (3675.884, 889.165); (3680.163, 888.311); (3693.468, 893.312); (3695.902, 918.685); (3690.488, 918.572); (3665.845, 915.752); (3661.675, 911.888); (3657.149, 905.068)"
447,"(1644.614, 823.197); (1641.060, 807.593); (1648.809, 800.658); (1654.917, 801.323); (1663.613, 803.498); (1669.032, 805.605); (1669.748, 809.328); (1667.052, 811.206)"
448,"(3016.513, 897.883); (3021.105, 881.918); (3033.187, 878.992); (3041.071, 877.588); (3049.748, 879.889); (3054.854, 917.214); (3052.684, 918.998); (3044.315, 917.576); (3031.296, 914.327); (3026.773, 910.759); (3020.219, 903.145)"
449,"(3157.848, 820.212); (3145.486, 807.454); (3154.520, 798.450); (3160.021, 797.229); (3167.478, 801.626); (3171.628, 812.487); (3172.494, 818.582); (3166.383, 823.230)"
450,"(8.710, 2031.057); (8.593, 2029.022); (8.885, 2024.623); (13.483, 2006.504); (16.047, 2002.651); (16.772, 2013.365); (14.962, 2025.597); (11.688, 2038.682)"
451,"(1193.901, 786.883); (1192.560, 774.562); (1196.496, 769.227); (1203.133, 767.384); (1211.583, 766.760); (1215.743, 767.689); (1218.383, 779.393); (1208.875, 785.493); (1199.742, 790.821); (1194.783, 791.092)"
452,"(3405.920, 1526.987); (3400.584, 1468.333); (3407.339, 1464.069); (3412.228, 1462.349); (3487.967, 1444.471); (3503.462, 1443.398); (3547.234, 1450.089); (3556.414, 1456.158); (3571.113, 1475.674); (3567.970, 1479.537); (3535.682, 1505.314); (3426.272, 1525.642); (3416.296, 1526.661)"
453,"(2954.153, 846.425); (2948.279, 854.546); (2930.621, 849.058); (2922.925, 845.825); (2920.674, 842.508); (2925.118, 833.804); (2937.378, 827.525); (2948.261, 829.183); (2952.399, 836.920)"
454,"(4041.091, 1599.849); (4044.431, 1595.554); (4060.954, 1590.946); (4064.993, 1591.836); (4072.029, 1595.315); (4077.559, 1598.074); (4080.231, 1602.203); (4086.303, 1619.156); (4070.549, 1622.728); (4062.858, 1623.104); (4047.484, 1615.607)"
455,"(3147.237, 1171.527); (3145.137, 1162.955); (3153.554, 1159.573); (3158.985, 1158.618); (3171.150, 1158.258); (3176.585, 1160.406); (3177.966, 1163.301); (3177.773, 1168.877); (3175.413, 1175.257); (3152.079, 1173.393)"
456,"(4009.258, 839.032); (4016.338, 831.265); (4033.661, 838.350); (4038.244, 846.085); (4039.391, 854.607); (4033.479, 854.743); (4019.991, 848.988)"
457,"(2079.565, 1911.142); (2072.724, 1901.306); (2073.155, 1887.741); (2079.168, 1884.559); (2080.059, 1895.195)"
458,"(2622.566, 1175.293); (2616.647, 1173.134); (2617.095, 1163.501); (2621.968, 1159.348); (2628.476, 1157.764); (2623.717, 1173.136)"
459,"(2511.373, 1911.432); (2479.039, 1908.427); (2476.777, 1907.571); (2473.291, 1905.557); (2477.656, 1899.123); (2503.098, 1893.861); (2514.595, 1891.975); (2535.881, 1896.067); (2540.215, 1898.774); (2533.586, 1904.885); (2524.655, 1907.890); (2518.188, 1909.894)"
460,"(1544.904, 1670.691); (1545.945, 1641.824); (1548.957, 1631.237); (1557.332, 1626.682); (1589.311, 1630.113); (1592.910, 1634.400); (1639.677, 1695.063); (1647.708, 1719.368); (1649.007, 1725.864); (1650.110, 1749.415); (1649.689, 1757.111); (1637.709, 1782.572); (1627.290, 1780.752); (1615.970, 1778.261); (1557.206, 1752.922); (1550.937, 1747.401)"
461,"(2396.829, 1126.984); (2370.869, 1202.414); (2368.248, 1206.666); (2335.766, 1206.402); (2329.046, 1203.905); (2325.931, 1193.401); (2313.056, 1112.228); (2363.187, 1110.068); (2389.736, 1111.567); (2391.332, 1113.435); (2394.320, 1120.422)"
462,"(884.703, 1750.871); (872.724, 1746.975); (890.008, 1737.768); (895.124, 1739.039); (895.769, 1742.347)"
463,"(1269.323, 854.518); (1257.215, 854.280); (1258.768, 845.630); (1261.298, 840.087); (1274.594, 821.423); (1281.003, 834.318); (1281.300, 843.186)"
464,"(1037.084, 1206.644); (1003.950, 1205.167); (1003.425, 1203.014); (1001.304, 1190.424); (1000.779, 1185.004); (1013.072, 1182.616); (1018.816, 1182.796); (1036.483, 1183.949); (1038.458, 1188.366); (1043.956, 1201.415); (1043.247, 1205.747)"
465,"(3275.590, 944.335); (3273.193, 915.872); (3274.585, 910.672); (3281.126, 908.335); (3289.320, 908.648); (3296.751, 911.272); (3300.195, 919.022); (3302.433, 946.399); (3300.162, 950.557); (3288.728, 950.358); (3281.938, 948.406)"
466,"(3758.111, 774.806); (3752.958, 774.748); (3753.148, 766.845); (3756.262, 765.301)"
467,"(1321.387, 805.884); (1329.002, 797.608); (1342.108, 801.011); (1345.906, 805.329); (1349.753, 816.419); (1347.819, 822.857); (1339.877, 819.924); (1328.981, 812.976)"
468,"(2360.942, 1345.052); (2367.990, 1330.523); (2372.804, 1336.856); (2367.938, 1347.485); (2364.798, 1350.971); (2362.087, 1348.796)"
469,"(2473.105, 1169.153); (2474.357, 1158.324); (2488.653, 1174.627); (2481.459, 1173.997)"
470,"(2048.068, 1095.843); (2051.139, 1103.876); (2046.970, 1106.413); (2031.908, 1111.384); (2025.159, 1109.349); (2028.387, 1099.406); (2030.563, 1093.838); (2040.514, 1093.977)"
471,"(868.008, 850.620); (872.215, 862.255); (865.806, 873.826); (854.861, 884.390); (848.756, 886.798); (841.405, 884.826); (843.437, 874.698); (859.896, 854.891)"
472,"(3965.312, 924.127); (3965.701, 944.184); (3959.775, 950.076); (3947.475, 950.536); (3929.559, 949.953); (3915.324, 945.627); (3912.814, 943.289); (3912.986, 940.246); (3920.343, 927.486); (3926.404, 924.518); (3947.678, 918.806); (3952.525, 919.576)"
473,"(3900.022, 1238.834); (3897.142, 1223.637); (3904.868, 1222.879); (3905.219, 1228.520)"
474,"(2233.076, 1302.577); (2233.814, 1283.724); (2240.205, 1287.636); (2239.612, 1292.910)"
475,"(2104.916, 1066.018); (2098.530, 1078.948); (2090.915, 1074.981); (2089.046, 1070.130); (2089.730, 1061.031); (2102.926, 1060.691)"
476,"(879.946, 1011.503); (873.169, 1000.638); (873.738, 987.580); (874.312, 982.436); (882.294, 986.242); (888.079, 989.492); (889.945, 992.752); (889.558, 1004.237); (884.459, 1015.417)"
477,"(1068.818, 1037.660); (1064.878, 1027.181); (1074.774, 1028.122); (1084.112, 1035.254); (1097.771, 1046.589); (1078.397, 1045.710)"
478,"(1878.768, 822.538); (1864.864, 808.831); (1875.511, 798.533); (1880.696, 796.567); (1888.924, 795.153); (1893.545, 802.852); (1890.688, 809.562)"
479,"(825.376, 899.079); (825.616, 906.371); (824.035, 914.382); (822.341, 918.896); (816.963, 917.218); (813.830, 913.813); (809.185, 903.149); (809.876, 899.299); (813.690, 894.932); (819.405, 892.981); (824.988, 892.618)"
480,"(3161.170, 990.180); (3171.021, 985.261); (3169.583, 992.206); (3166.520, 996.158); (3161.827, 999.154)"
481,"(2472.722, 1785.102); (2535.715, 1777.877); (2540.499, 1778.831); (2543.198, 1779.425); (2547.549, 1782.650); (2559.126, 1799.389); (2560.023, 1810.358); (2553.935, 1813.574); (2530.239, 1814.937); (2489.977, 1814.646); (2485.048, 1813.072); (2479.691, 1810.970); (2476.504, 1808.867); (2473.158, 1792.404)"
482,"(3368.707, 803.243); (3379.091, 800.947); (3383.984, 804.597); (3394.623, 814.112); (3395.637, 822.560); (3388.829, 820.988); (3379.547, 818.784); (3375.227, 814.102)"
483,"(3309.261, 1087.181); (3313.929, 1085.433); (3328.412, 1086.877); (3332.639, 1088.932); (3336.793, 1092.793); (3343.401, 1099.494); (3345.198, 1106.164); (3333.093, 1110.945); (3310.694, 1107.520); (3305.118, 1106.430); (3304.958, 1098.983); (3305.929, 1092.579)"
484,"(3963.965, 1095.734); (3970.770, 1095.574); (3973.322, 1098.103); (3977.020, 1103.891); (3978.854, 1110.013); (3979.475, 1125.869); (3977.827, 1129.840); (3973.216, 1139.943); (3969.038, 1142.650); (3966.930, 1140.811); (3958.285, 1131.612); (3944.863, 1105.611); (3949.527, 1102.656)"
485,"(2776.201, 822.649); (2761.221, 802.150); (2771.443, 798.991); (2779.020, 798.529); (2786.838, 809.817); (2789.005, 814.285); (2784.504, 818.135); (2780.245, 820.950)"
486,"(2699.619, 1456.023); (2696.824, 1454.025); (2700.362, 1447.727); (2706.540, 1439.617); (2717.997, 1429.945); (2760.570, 1414.714); (2773.516, 1418.431); (2777.102, 1422.476); (2779.812, 1427.304); (2764.440, 1460.422); (2762.676, 1462.375); (2757.757, 1463.457); (2704.648, 1456.742)"
487,"(1647.321, 1590.758); (1562.188, 1590.946); (1549.543, 1587.638); (1545.263, 1569.710); (1544.790, 1561.916); (1574.469, 1553.211); (1624.797, 1540.390); (1659.892, 1548.652); (1657.546, 1575.211); (1656.204, 1579.992); (1651.242, 1588.418)"
488,"(2441.478, 1302.605); (2451.465, 1292.505); (2458.525, 1286.446); (2471.710, 1287.213); (2481.783, 1291.829); (2484.138, 1298.386); (2483.589, 1320.152); (2483.212, 1328.881); (2481.174, 1332.307); (2474.488, 1334.940); (2468.667, 1331.832); (2449.797, 1321.312); (2441.604, 1308.063)"
489,"(2217.046, 949.544); (2225.544, 913.600); (2231.004, 909.553); (2244.711, 907.370); (2250.299, 920.337); (2250.794, 936.488); (2245.031, 943.540); (2235.337, 949.982); (2222.164, 950.886)"
490,"(593.131, 773.846); (589.163, 774.672); (586.662, 773.537); (584.684, 770.644); (588.785, 767.142); (595.993, 765.830); (595.489, 769.940); (594.274, 772.206)"
491,"(1289.135, 2010.331); (1291.435, 2001.078); (1299.004, 1994.794); (1305.371, 1993.259); (1311.571, 1995.846); (1311.849, 2028.526); (1306.872, 2036.634); (1300.990, 2038.703); (1299.888, 2036.723); (1296.650, 2030.316); (1289.622, 2015.294)"
492,"(2121.667, 876.878); (2120.629, 869.713); (2123.763, 856.807); (2135.541, 855.047); (2142.538, 854.894); (2157.879, 864.371); (2157.286, 873.169); (2146.701, 881.648); (2142.735, 884.630); (2138.124, 885.745); (2125.298, 886.785)"
493,"(2082.068, 1975.296); (2072.658, 1957.968); (2073.598, 1951.789); (2080.750, 1936.110); (2085.047, 1933.172); (2086.783, 1940.010); (2087.345, 1961.056); (2086.904, 1965.951)"
494,"(4016.961, 757.789); (4009.457, 758.969); (4011.516, 753.692); (4014.181, 752.410)"
495,"(2135.809, 966.318); (2147.273, 969.049); (2144.293, 973.507); (2130.234, 983.159); (2125.920, 980.310); (2120.582, 968.803); (2125.312, 967.045)"
496,"(2736.215, 1368.996); (2747.495, 1383.421); (2742.451, 1395.721); (2737.660, 1398.812); (2733.907, 1396.304); (2728.757, 1391.163); (2728.542, 1381.543); (2732.982, 1372.078)"
497,"(2995.074, 1327.262); (2980.939, 1334.223); (2977.274, 1335.320); (2971.459, 1333.142); (2905.849, 1301.926); (2895.858, 1286.913); (2888.594, 1231.461); (2892.530, 1226.172); (2901.491, 1226.104); (2911.435, 1227.083); (2918.584, 1230.534); (2958.761, 1262.937); (2969.606, 1274.544); (2989.981, 1299.456); (2991.738, 1303.548)"
